Target,MSE,MAE,R2
pm10,237.00285762276727,12.433089818195132,0.40698088565109825
pm2_5,145.63734241491795,8.991833673701112,0.6086291531042667
ozone,368.13241429617244,15.899761828011991,0.34690638043071187
temp_avg,0.29341972964119184,0.40129020134929705,0.9600566486464057
temp_min,0.4879711318282123,0.4768467422052918,0.9455167734012296
temp_max,0.6845591394391842,0.6625839168533139,0.9035365921538785
humidity,30.46712608139168,3.9107276953569783,-0.21239364656084425
rainfall,101.10106567950682,5.307314699458689,0.26466494105534033
wind_speed,1.4069816884602162,0.9434049242614252,0.5144086319021414
