pm2_5, pm10 , carbon_monoxide, nitrogen_dioxide, sulphur_dioxide, ozone, ammonia, datetime
 30.6,  51.3,           610.0,             52.0,            27.7,  47.0,        , 2022-08-16 19:00:00
 31.4,  52.3,           745.0,             54.8,            28.4,  40.0,        , 2022-08-16 20:00:00
 32.6,  53.4,           752.0,             53.4,            28.4,  38.0,        , 2022-08-16 21:00:00
 33.3,  54.0,           711.0,             50.3,            28.2,  38.0,        , 2022-08-16 22:00:00
 30.9,  49.5,           631.0,             45.5,            27.8,  39.0,        , 2022-08-16 23:00:00
 29.0,  46.6,           555.0,             41.8,            27.1,  41.0,        , 2022-08-17 00:00:00
 27.7,  44.6,           463.0,             37.6,            26.2,  44.0,        , 2022-08-17 01:00:00
 27.2,  43.8,           370.0,             33.1,            25.4,  47.0,        , 2022-08-17 02:00:00
 27.1,  43.4,           350.0,             31.2,            25.2,  47.0,        , 2022-08-17 03:00:00
 27.0,  43.3,           357.0,             30.1,            25.4,  46.0,        , 2022-08-17 04:00:00
 26.3,  42.5,           375.0,             30.4,            24.9,  43.0,        , 2022-08-17 05:00:00
 26.5,  43.3,           396.0,             31.4,            26.1,  43.0,        , 2022-08-17 06:00:00
 26.3,  43.1,           425.0,             32.7,            27.9,  42.0,        , 2022-08-17 07:00:00
 22.4,  38.0,           436.0,             32.2,            29.1,  46.0,        , 2022-08-17 08:00:00
 21.1,  35.9,           397.0,             28.0,            28.1,  55.0,        , 2022-08-17 09:00:00
 20.5,  34.7,           333.0,             21.9,            26.2,  68.0,        , 2022-08-17 10:00:00
 21.3,  35.7,           267.0,             16.0,            24.1,  83.0,        , 2022-08-17 11:00:00
 22.4,  37.3,           252.0,             14.9,            23.8,  90.0,        , 2022-08-17 12:00:00
 23.9,  39.3,           253.0,             15.7,            24.0,  96.0,        , 2022-08-17 13:00:00
 24.6,  40.4,           274.0,             20.4,            24.5,  97.0,        , 2022-08-17 14:00:00
 25.4,  41.9,           308.0,             28.4,            25.0,  90.0,        , 2022-08-17 15:00:00
 27.0,  44.7,           356.0,             39.2,            25.6,  77.0,        , 2022-08-17 16:00:00
 34.9,  57.2,           482.0,             55.0,            28.9,  59.0,        , 2022-08-17 17:00:00
 37.5,  61.2,           542.0,             58.0,            29.0,  56.0,        , 2022-08-17 18:00:00
 36.7,  60.5,           627.0,             62.1,            29.1,  51.0,        , 2022-08-17 19:00:00
 33.6,  56.8,           694.0,             64.9,            29.0,  45.0,        , 2022-08-17 20:00:00
 32.0,  53.2,           669.0,             63.0,            28.5,  43.0,        , 2022-08-17 21:00:00
 31.5,  51.9,           605.0,             58.8,            27.8,  42.0,        , 2022-08-17 22:00:00
 31.5,  51.1,           523.0,             52.3,            27.0,  41.0,        , 2022-08-17 23:00:00
 32.2,  51.1,           479.0,             47.0,            26.4,  40.0,        , 2022-08-18 00:00:00
 33.9,  52.7,           439.0,             41.1,            25.9,  39.0,        , 2022-08-18 01:00:00
 34.6,  53.1,           415.0,             34.8,            25.9,  38.0,        , 2022-08-18 02:00:00
 35.5,  54.1,           430.0,             32.0,            26.7,  36.0,        , 2022-08-18 03:00:00
 37.0,  56.0,           466.0,             30.3,            28.0,  33.0,        , 2022-08-18 04:00:00
 47.1,  69.2,           838.0,             32.5,            39.5,  20.0,        , 2022-08-18 05:00:00
 52.6,  77.1,           912.0,             35.9,            39.6,  23.0,        , 2022-08-18 06:00:00
 51.5,  75.7,          1015.0,             40.7,            39.7,  27.0,        , 2022-08-18 07:00:00
 44.7,  66.6,          1058.0,             44.7,            41.5,  37.0,        , 2022-08-18 08:00:00
 42.1,  63.6,           936.0,             43.5,            45.6,  50.0,        , 2022-08-18 09:00:00
 39.3,  60.3,           733.0,             40.3,            51.1,  67.0,        , 2022-08-18 10:00:00
 35.9,  55.6,           513.0,             37.2,            56.2,  86.0,        , 2022-08-18 11:00:00
 35.7,  55.9,           447.0,             37.2,            56.2,  95.0,        , 2022-08-18 12:00:00
 37.5,  58.7,           424.0,             38.3,            54.3, 101.0,        , 2022-08-18 13:00:00
 38.5,  60.3,           444.0,             41.3,            51.6, 101.0,        , 2022-08-18 14:00:00
 40.3,  62.6,           471.0,             45.7,            50.1,  92.0,        , 2022-08-18 15:00:00
 37.8,  58.8,           523.0,             51.3,            48.7,  78.0,        , 2022-08-18 16:00:00
 40.3,  61.5,           807.0,             52.9,            46.1,  60.0,        , 2022-08-18 17:00:00
 38.2,  57.3,          1085.0,             50.1,            50.3,  52.0,        , 2022-08-18 18:00:00
 38.4,  56.8,          1482.0,             46.0,            56.4,  42.0,        , 2022-08-18 19:00:00
 48.9,  71.2,          1968.0,             40.6,            63.7,  30.0,        , 2022-08-18 20:00:00
 65.0,  94.3,          2266.0,             36.8,            68.3,  26.0,        , 2022-08-18 21:00:00
 71.2, 102.9,          2534.0,             33.0,            72.5,  25.0,        , 2022-08-18 22:00:00
 59.8,  86.6,          2651.0,             29.0,            72.9,  24.0,        , 2022-08-18 23:00:00
 49.6,  71.7,          2404.0,             27.5,            65.4,  23.0,        , 2022-08-19 00:00:00
 46.9,  67.8,          1964.0,             26.8,            53.8,  22.0,        , 2022-08-19 01:00:00
 43.0,  62.2,          1487.0,             26.3,            42.2,  21.0,        , 2022-08-19 02:00:00
 42.3,  61.2,          1389.0,             25.8,            41.8,  20.0,        , 2022-08-19 03:00:00
 44.6,  64.7,          1400.0,             25.5,            45.2,  19.0,        , 2022-08-19 04:00:00
 27.4,  40.0,           646.0,             28.4,            27.0,  21.0,        , 2022-08-19 05:00:00
 32.1,  46.8,           765.0,             28.8,            27.2,  22.0,        , 2022-08-19 06:00:00
 33.2,  48.4,           931.0,             29.3,            27.5,  23.0,        , 2022-08-19 07:00:00
 31.4,  46.1,          1048.0,             30.8,            30.9,  26.0,        , 2022-08-19 08:00:00
 29.4,  43.1,           956.0,             32.9,            37.8,  30.0,        , 2022-08-19 09:00:00
 27.6,  40.5,           774.0,             35.7,            47.0,  35.0,        , 2022-08-19 10:00:00
 26.8,  39.6,           567.0,             38.5,            57.0,  41.0,        , 2022-08-19 11:00:00
 28.3,  41.6,           497.0,             39.2,            60.7,  44.0,        , 2022-08-19 12:00:00
 30.0,  44.2,           461.0,             39.2,            62.5,  47.0,        , 2022-08-19 13:00:00
 27.6,  40.6,           478.0,             39.1,            62.8,  48.0,        , 2022-08-19 14:00:00
 24.9,  36.4,           564.0,             39.4,            61.5,  45.0,        , 2022-08-19 15:00:00
 22.6,  33.2,           698.0,             39.7,            58.8,  39.0,        , 2022-08-19 16:00:00
 22.6,  32.8,           668.0,             39.2,            39.5,  31.0,        , 2022-08-19 17:00:00
 21.2,  31.0,           686.0,             39.3,            35.0,  30.0,        , 2022-08-19 18:00:00
 20.1,  29.3,           711.0,             39.6,            28.6,  29.0,        , 2022-08-19 19:00:00
 18.8,  27.5,           711.0,             39.9,            21.8,  28.0,        , 2022-08-19 20:00:00
 17.6,  26.0,           663.0,             40.5,            19.9,  28.0,        , 2022-08-19 21:00:00
 16.8,  25.0,           589.0,             41.2,            19.6,  28.0,        , 2022-08-19 22:00:00
 16.2,  24.3,           490.0,             40.2,            19.4,  30.0,        , 2022-08-19 23:00:00
 16.1,  24.3,           423.0,             36.7,            18.7,  33.0,        , 2022-08-20 00:00:00
 15.8,  24.1,           358.0,             31.7,            18.0,  37.0,        , 2022-08-20 01:00:00
 15.8,  24.0,           294.0,             26.1,            17.2,  41.0,        , 2022-08-20 02:00:00
 15.7,  23.9,           270.0,             24.0,            16.6,  41.0,        , 2022-08-20 03:00:00
 14.7,  22.6,           262.0,             22.9,            16.0,  40.0,        , 2022-08-20 04:00:00
 18.2,  27.6,           290.0,             22.4,            18.1,  31.0,        , 2022-08-20 05:00:00
 19.0,  29.2,           353.0,             24.2,            19.2,  29.0,        , 2022-08-20 06:00:00
 21.1,  31.9,           441.0,             27.0,            21.0,  26.0,        , 2022-08-20 07:00:00
 20.3,  30.9,           510.0,             29.0,            23.3,  28.0,        , 2022-08-20 08:00:00
 19.4,  29.4,           480.0,             27.9,            25.2,  38.0,        , 2022-08-20 09:00:00
 20.0,  29.9,           408.0,             25.4,            27.2,  52.0,        , 2022-08-20 10:00:00
 22.1,  33.1,           326.0,             23.1,            29.0,  67.0,        , 2022-08-20 11:00:00
 21.9,  32.7,           297.0,             23.8,            29.2,  70.0,        , 2022-08-20 12:00:00
 21.4,  31.9,           280.0,             25.4,            28.6,  69.0,        , 2022-08-20 13:00:00
 20.4,  30.5,           292.0,             28.1,            27.6,  64.0,        , 2022-08-20 14:00:00
 17.7,  26.5,           342.0,             30.5,            26.6,  57.0,        , 2022-08-20 15:00:00
 16.9,  25.1,           418.0,             33.4,            25.5,  47.0,        , 2022-08-20 16:00:00
 13.0,  19.0,           423.0,             34.7,            22.1,  30.0,        , 2022-08-20 17:00:00
 12.3,  18.1,           469.0,             36.2,            22.2,  29.0,        , 2022-08-20 18:00:00
 13.4,  19.7,           535.0,             38.2,            22.4,  28.0,        , 2022-08-20 19:00:00
 13.9,  20.7,           586.0,             40.0,            22.5,  27.0,        , 2022-08-20 20:00:00
 13.9,  20.8,           569.0,             40.2,            22.6,  27.0,        , 2022-08-20 21:00:00
 15.5,  23.4,           524.0,             39.7,            22.5,  26.0,        , 2022-08-20 22:00:00
 15.5,  23.6,           449.0,             36.9,            22.0,  28.0,        , 2022-08-20 23:00:00
 14.9,  22.8,           383.0,             31.8,            20.9,  32.0,        , 2022-08-21 00:00:00
 14.4,  22.1,           307.0,             24.8,            19.3,  37.0,        , 2022-08-21 01:00:00
 15.1,  23.0,           232.0,             17.9,            17.8,  42.0,        , 2022-08-21 02:00:00
 15.7,  23.7,           214.0,             16.6,            17.4,  41.0,        , 2022-08-21 03:00:00
 15.1,  22.8,           218.0,             17.2,            17.5,  39.0,        , 2022-08-21 04:00:00
 16.1,  24.2,           254.0,             20.1,            20.6,  31.0,        , 2022-08-21 05:00:00
 15.0,  22.4,           279.0,             21.3,            21.2,  31.0,        , 2022-08-21 06:00:00
 13.8,  20.5,           313.0,             22.9,            22.2,  32.0,        , 2022-08-21 07:00:00
 13.2,  19.6,           339.0,             23.5,            22.9,  37.0,        , 2022-08-21 08:00:00
 13.7,  20.3,           322.0,             21.5,            22.5,  47.0,        , 2022-08-21 09:00:00
 14.7,  21.7,           288.0,             18.0,            21.7,  60.0,        , 2022-08-21 10:00:00
 16.2,  24.0,           250.0,             14.7,            20.9,  75.0,        , 2022-08-21 11:00:00
 17.1,  25.3,           236.0,             13.9,            20.7,  81.0,        , 2022-08-21 12:00:00
 17.8,  26.6,           228.0,             14.0,            20.8,  85.0,        , 2022-08-21 13:00:00
 18.5,  27.9,           244.0,             17.3,            21.2,  84.0,        , 2022-08-21 14:00:00
 19.2,  29.3,           291.0,             24.1,            21.9,  78.0,        , 2022-08-21 15:00:00
 20.1,  31.0,           359.0,             33.5,            22.9,  67.0,        , 2022-08-21 16:00:00
 24.0,  36.9,           531.0,             39.6,            24.0,  49.0,        , 2022-08-21 17:00:00
 26.3,  40.3,           569.0,             42.2,            23.9,  46.0,        , 2022-08-21 18:00:00
 26.3,  40.3,           623.0,             45.8,            23.8,  41.0,        , 2022-08-21 19:00:00
 24.9,  38.1,           653.0,             48.8,            23.6,  35.0,        , 2022-08-21 20:00:00
 23.3,  35.7,           612.0,             48.2,            23.6,  32.0,        , 2022-08-21 21:00:00
 22.4,  34.2,           537.0,             46.0,            23.8,  30.0,        , 2022-08-21 22:00:00
 21.1,  32.2,           439.0,             41.7,            23.6,  29.0,        , 2022-08-21 23:00:00
 20.2,  31.0,           382.0,             36.5,            23.0,  31.0,        , 2022-08-22 00:00:00
 19.6,  30.2,           329.0,             30.2,            22.2,  35.0,        , 2022-08-22 01:00:00
 19.2,  29.8,           280.0,             23.8,            21.4,  38.0,        , 2022-08-22 02:00:00
 19.4,  30.3,           266.0,             22.3,            21.0,  37.0,        , 2022-08-22 03:00:00
 19.5,  30.5,           267.0,             22.5,            20.9,  35.0,        , 2022-08-22 04:00:00
 16.3,  26.1,           213.0,             15.9,            21.0,  49.0,        , 2022-08-22 05:00:00
 17.6,  28.2,           244.0,             18.2,            22.8,  46.0,        , 2022-08-22 06:00:00
 18.1,  29.0,           289.0,             21.5,            25.4,  43.0,        , 2022-08-22 07:00:00
 18.6,  29.8,           328.0,             24.1,            28.0,  43.0,        , 2022-08-22 08:00:00
 20.1,  31.8,           323.0,             23.0,            28.6,  51.0,        , 2022-08-22 09:00:00
 22.1,  34.2,           300.0,             20.2,            28.6,  64.0,        , 2022-08-22 10:00:00
 23.7,  36.4,           276.0,             17.5,            28.6,  79.0,        , 2022-08-22 11:00:00
 25.3,  38.6,           268.0,             16.9,            29.2,  88.0,        , 2022-08-22 12:00:00
 26.3,  40.4,           264.0,             17.0,            30.0,  97.0,        , 2022-08-22 13:00:00
