latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
17.71474,83.26244,306,0.39,0.36,2015-01-01,2011,N,VIIRS,n,2,291.18,0.91,N,2
17.69442,83.24038,303.5,0.39,0.36,2015-01-01,2011,N,VIIRS,n,2,290.96,0.7,N,0
17.60829,83.20068,306.18,0.53,0.42,2015-01-02,1953,N,VIIRS,n,2,290.67,1.24,N,2
17.62075,83.1952,303.52,0.35,0.57,2015-01-03,1934,N,VIIRS,n,2,291.78,1.2,N,2
17.60909,83.20403,308.53,0.35,0.57,2015-01-03,1934,N,VIIRS,n,2,292.27,2.08,N,2
17.60898,83.20459,307.19,0.48,0.65,2015-01-04,2055,N,VIIRS,n,2,291.17,1.53,N,2
17.61014,83.20242,311.77,0.48,0.48,2015-01-05,2036,N,VIIRS,n,2,292.63,1.39,N,2
17.60576,83.20148,308.39,0.48,0.48,2015-01-05,2036,N,VIIRS,n,2,293.1,1.66,N,2
17.65149,83.12505,335.44,0.39,0.36,2015-01-06,0747,N,VIIRS,n,2,302.59,2.99,D,0
17.7056,83.25698,334.91,0.38,0.36,2015-01-06,0747,N,VIIRS,n,2,304.75,2.18,D,0
17.73559,83.03263,332.44,0.39,0.36,2015-01-06,0747,N,VIIRS,n,2,301.65,2.65,D,0
17.84086,83.01452,341.89,0.39,0.36,2015-01-06,0747,N,VIIRS,n,2,299.92,3.54,D,0
17.61035,83.20099,305.2,0.41,0.37,2015-01-06,2018,N,VIIRS,n,2,291.93,0.88,N,2
17.96375,83.15993,302.78,0.41,0.37,2015-01-06,2018,N,VIIRS,n,2,292.08,0.77,N,0
17.53166,82.9995,301.91,0.41,0.37,2015-01-06,2018,N,VIIRS,n,2,291.22,0.39,N,0
17.60686,83.20119,308.66,0.41,0.37,2015-01-06,2018,N,VIIRS,n,2,291.55,0.81,N,2
17.60963,83.20564,311.53,0.41,0.37,2015-01-06,2018,N,VIIRS,n,2,295.02,1.75,N,2
17.94269,83.22309,305.69,0.41,0.37,2015-01-06,2018,N,VIIRS,n,2,291.54,0.65,N,0
17.83751,83.37207,302.72,0.41,0.37,2015-01-06,2018,N,VIIRS,n,2,290.79,0.43,N,0
17.71537,83.26263,309.18,0.41,0.37,2015-01-06,2018,N,VIIRS,n,2,292.39,0.77,N,2
17.61026,83.2018,309.73,0.41,0.37,2015-01-06,2018,N,VIIRS,n,2,292.5,0.81,N,2
17.6097,83.20483,313.29,0.41,0.37,2015-01-06,2018,N,VIIRS,n,2,294.53,1.66,N,2
17.62186,83.19514,307.41,0.41,0.37,2015-01-06,2018,N,VIIRS,n,2,292.66,1.35,N,2
17.60979,83.20287,310.64,0.44,0.39,2015-01-07,1959,N,VIIRS,n,2,293.93,1.3,N,2
17.96406,83.15768,302.84,0.45,0.39,2015-01-07,1959,N,VIIRS,n,2,291.57,0.64,N,0
17.96492,83.15941,302.17,0.45,0.39,2015-01-07,1959,N,VIIRS,n,2,291.49,0.76,N,0
17.73047,83.28696,302.47,0.44,0.38,2015-01-07,1959,N,VIIRS,n,2,291.28,0.25,N,0
17.73061,83.28774,301.65,0.44,0.38,2015-01-07,1959,N,VIIRS,n,2,291.25,0.24,N,0
17.71652,83.26009,301.77,0.44,0.38,2015-01-07,1959,N,VIIRS,n,2,291.74,0.47,N,2
17.60625,83.20233,314.75,0.44,0.39,2015-01-07,1959,N,VIIRS,n,2,294.94,2.39,N,2
17.62161,83.19617,307.03,0.44,0.39,2015-01-07,1959,N,VIIRS,n,2,292.6,1.4,N,2
17.62216,83.19357,303.07,0.55,0.51,2015-01-08,1940,N,VIIRS,n,2,291.06,0.81,N,0
17.60671,83.20226,305.71,0.55,0.51,2015-01-08,1940,N,VIIRS,n,2,292.08,1.4,N,2
17.61145,83.20287,304.8,0.55,0.51,2015-01-08,1940,N,VIIRS,n,2,291.32,1.04,N,2
17.83798,83.37335,304.22,0.54,0.51,2015-01-08,1940,N,VIIRS,n,2,289.54,0.46,N,0
17.6037,83.20158,300.91,0.57,0.69,2015-01-09,1921,N,VIIRS,n,2,290.41,0.86,N,2
17.61014,83.20224,302.61,0.57,0.69,2015-01-09,1921,N,VIIRS,n,2,291.37,1.3,N,2
17.60808,83.20374,314.28,0.61,0.71,2015-01-09,2101,N,VIIRS,n,2,292.23,1.59,N,2
17.60901,83.20341,309.7,0.61,0.71,2015-01-09,2101,N,VIIRS,n,2,291.58,1.74,N,2
17.83875,83.37064,330.59,0.61,0.54,2015-01-10,2042,N,VIIRS,n,2,289.73,5.64,N,0
17.60882,83.20596,301.84,0.6,0.53,2015-01-10,2043,N,VIIRS,n,2,291.65,0.87,N,2
17.8402,83.37262,335.15,0.4,0.37,2015-01-11,0753,N,VIIRS,n,2,306.2,5.31,D,0
17.76024,82.84589,343.29,0.39,0.36,2015-01-11,0753,N,VIIRS,n,2,306.1,5.38,D,0
17.99183,82.95154,333.36,0.39,0.36,2015-01-11,0753,N,VIIRS,n,2,300.48,2.3,D,0
17.83966,83.36888,339.6,0.4,0.37,2015-01-11,0753,N,VIIRS,n,2,309.56,17.22,D,0
17.76358,82.84534,333.18,0.39,0.36,2015-01-11,0753,N,VIIRS,n,2,303.09,5.38,D,0
17.60721,83.20312,307.08,0.47,0.4,2015-01-11,2024,N,VIIRS,n,2,292.94,2.02,N,2
17.96315,83.16036,299.31,0.47,0.39,2015-01-11,2024,N,VIIRS,n,2,288.85,0.68,N,0
17.84017,83.37016,301.28,0.48,0.4,2015-01-11,2024,N,VIIRS,n,2,289.59,0.88,N,0
17.63857,83.21699,299.82,0.47,0.4,2015-01-11,2024,N,VIIRS,n,2,289.36,0.26,N,2
17.63036,83.22134,301.23,0.47,0.4,2015-01-11,2024,N,VIIRS,n,2,289.33,0.8,N,2
17.62327,83.19706,304.09,0.47,0.4,2015-01-11,2024,N,VIIRS,n,2,289.64,0.36,N,2
17.61085,83.20381,324.55,0.47,0.4,2015-01-11,2024,N,VIIRS,n,2,292.1,2.02,N,2
17.60951,83.18987,307.29,0.47,0.4,2015-01-11,2024,N,VIIRS,n,2,291.49,1.45,N,0
17.64377,82.95267,332.85,0.49,0.4,2015-01-12,0734,N,VIIRS,n,2,303.39,1.05,D,0
17.6289,82.7747,332.19,0.5,0.41,2015-01-12,0734,N,VIIRS,n,2,302.17,2.85,D,0
17.60009,83.18401,332.66,0.47,0.4,2015-01-12,0734,N,VIIRS,n,2,300.92,2.18,D,0
17.61091,83.20237,306.4,0.4,0.37,2015-01-12,2005,N,VIIRS,n,2,290.62,1.16,N,2
17.61035,83.20609,318.27,0.4,0.37,2015-01-12,2005,N,VIIRS,n,2,292.89,1.07,N,2
17.83966,83.37157,302.89,0.39,0.36,2015-01-12,2005,N,VIIRS,n,2,289.54,1.06,N,0
17.84022,83.36785,338.75,0.39,0.36,2015-01-12,2005,N,VIIRS,n,2,290.44,4.18,N,0
17.60755,83.20181,310.56,0.4,0.37,2015-01-12,2005,N,VIIRS,n,2,292.35,1.07,N,2
17.60419,83.20127,304.56,0.4,0.37,2015-01-12,2005,N,VIIRS,n,2,291.87,1.07,N,0
17.60641,83.18639,303.31,0.4,0.37,2015-01-12,2005,N,VIIRS,n,2,291.11,0.84,N,0
17.717,83.26077,303.66,0.39,0.37,2015-01-12,2005,N,VIIRS,n,2,289.93,0.74,N,2
17.62209,83.19656,305.92,0.4,0.37,2015-01-12,2005,N,VIIRS,n,2,290.38,1.37,N,2
17.71703,83.26126,303.54,0.43,0.46,2015-01-13,1946,N,VIIRS,n,2,290.19,0.66,N,2
18.10392,83.68732,300.95,0.41,0.45,2015-01-13,1946,N,VIIRS,n,2,289.17,0.39,N,0
17.49161,83.00382,311.1,0.45,0.47,2015-01-13,1946,N,VIIRS,n,2,291.42,2.27,N,0
17.49592,83.00441,302.55,0.45,0.47,2015-01-13,1946,N,VIIRS,n,2,290.75,0.71,N,0
17.50023,83.00501,300.04,0.45,0.47,2015-01-13,1946,N,VIIRS,n,2,289.85,0.71,N,0
17.57255,83.10745,305.12,0.44,0.46,2015-01-13,1946,N,VIIRS,n,2,289.62,0.87,N,0
17.60434,83.201,301.76,0.44,0.46,2015-01-13,1946,N,VIIRS,n,2,291.15,1.08,N,2
17.6086,83.20158,302.15,0.44,0.46,2015-01-13,1946,N,VIIRS,n,2,291.64,1.08,N,2
17.62245,83.19501,302.71,0.44,0.46,2015-01-13,1946,N,VIIRS,n,2,290.46,0.56,N,2
17.69908,83.30062,305.02,0.43,0.46,2015-01-13,1946,N,VIIRS,n,2,291.25,1,N,0
17.7335,83.33461,309.25,0.43,0.46,2015-01-13,1946,N,VIIRS,n,2,291.44,0.99,N,0
17.7325,83.33675,302.16,0.43,0.46,2015-01-13,1946,N,VIIRS,n,2,291.16,0.67,N,0
17.73299,83.33273,302.25,0.43,0.46,2015-01-13,1946,N,VIIRS,n,2,291.48,0.67,N,0
17.73624,83.34132,303.52,0.43,0.46,2015-01-13,1946,N,VIIRS,n,2,291.04,1.1,N,0
17.74467,83.3428,302.53,0.43,0.46,2015-01-13,1946,N,VIIRS,n,2,290.98,1.15,N,0
17.83964,83.37289,304.69,0.43,0.46,2015-01-13,1946,N,VIIRS,n,2,289.48,1.41,N,0
17.84017,83.36855,330.77,0.43,0.46,2015-01-13,1946,N,VIIRS,n,2,290.63,3.88,N,0
17.85213,83.41098,301.58,0.43,0.46,2015-01-13,1946,N,VIIRS,n,2,289.36,0.9,N,0
17.60624,83.20232,297.48,0.45,0.63,2015-01-14,1927,N,VIIRS,n,2,273.37,0.87,N,2
17.62254,83.1964,300.06,0.38,0.59,2015-01-15,2049,N,VIIRS,n,2,289.64,0.29,N,2
17.60427,83.20331,301.24,0.38,0.59,2015-01-15,2049,N,VIIRS,n,2,291.04,0.94,N,2
17.71693,83.26237,299.97,0.38,0.59,2015-01-15,2049,N,VIIRS,n,2,289.07,0.51,N,2
17.60962,83.20458,309.49,0.38,0.59,2015-01-15,2049,N,VIIRS,n,2,292.12,0.94,N,2
17.60548,83.2027,305.08,0.57,0.43,2015-01-16,2030,N,VIIRS,n,2,292.23,1.41,N,2
17.71594,83.2625,304.05,0.38,0.43,2015-01-16,2030,N,VIIRS,n,2,290.65,0.79,N,2
17.62027,83.18901,304.47,0.57,0.43,2015-01-16,2030,N,VIIRS,n,2,292.08,1.72,N,0
17.60945,83.20351,303.09,0.57,0.43,2015-01-16,2030,N,VIIRS,n,2,292.03,1.41,N,2
17.63527,83.21991,300.25,0.57,0.43,2015-01-16,2030,N,VIIRS,n,2,289.83,0.86,N,2
17.62326,83.1952,303.65,0.57,0.43,2015-01-16,2030,N,VIIRS,n,2,290.59,1.04,N,2
17.69473,83.24332,302.63,0.38,0.43,2015-01-16,2030,N,VIIRS,n,2,291.57,1.37,N,0
17.67266,83.11565,341.51,0.41,0.37,2015-01-17,0740,N,VIIRS,n,2,304.85,5.12,D,0
17.66924,83.11626,337.52,0.41,0.37,2015-01-17,0740,N,VIIRS,n,2,303.32,2.24,D,0
17.68896,82.78599,336.05,0.42,0.38,2015-01-17,0740,N,VIIRS,n,2,306.45,2.66,D,0
17.63137,82.77096,338.59,0.43,0.38,2015-01-17,0740,N,VIIRS,n,2,307.08,3.36,D,0
17.60587,83.20297,338.79,0.41,0.37,2015-01-17,0740,N,VIIRS,l,2,308.98,3.42,D,2
17.6103,83.20443,311.05,0.38,0.36,2015-01-17,2011,N,VIIRS,n,2,293.56,1.24,N,2
17.71601,83.26288,306.64,0.38,0.36,2015-01-17,2011,N,VIIRS,n,2,289.89,0.81,N,2
17.6071,83.20417,307.18,0.38,0.36,2015-01-17,2011,N,VIIRS,n,2,293.44,1.43,N,2
17.60436,83.2,301.04,0.38,0.36,2015-01-17,2011,N,VIIRS,n,2,290.71,1.53,N,2
17.62194,83.19531,309.35,0.38,0.36,2015-01-17,2011,N,VIIRS,n,2,290.6,1.66,N,2
17.93216,82.99026,332.5,0.49,0.48,2015-01-18,0721,N,VIIRS,n,2,300.35,1.59,D,0
17.71688,83.26083,302.39,0.53,0.42,2015-01-18,1952,N,VIIRS,n,2,289.23,1.12,N,2
17.60518,83.20193,309.05,0.53,0.42,2015-01-18,1952,N,VIIRS,n,2,292.33,1.69,N,2
17.60904,83.20248,310.67,0.53,0.42,2015-01-18,1952,N,VIIRS,n,2,292.06,1.69,N,2
17.61422,83.19302,302.34,0.53,0.42,2015-01-18,1952,N,VIIRS,n,2,289.85,1.43,N,2
17.69886,83.27849,307.8,0.53,0.42,2015-01-18,1952,N,VIIRS,n,2,291.67,1.68,N,3
17.96469,83.36752,299.88,0.52,0.42,2015-01-18,1952,N,VIIRS,n,2,288.68,0.61,N,0
17.83938,83.37202,325.02,0.35,0.56,2015-01-19,1933,N,VIIRS,n,2,289.15,1.42,N,0
17.60844,83.20442,308.24,0.35,0.57,2015-01-19,1933,N,VIIRS,n,2,292.52,1.38,N,2
17.6895,83.19037,300.39,0.35,0.57,2015-01-19,1933,N,VIIRS,n,2,289.2,0.23,N,0
17.61035,83.20287,299.5,0.72,0.76,2015-01-20,1914,N,VIIRS,n,2,287.67,1.34,N,2
17.83633,83.37362,305.29,0.48,0.48,2015-01-21,2036,N,VIIRS,n,2,288.56,1.8,N,0
17.71656,83.26302,301.35,0.48,0.48,2015-01-21,2036,N,VIIRS,n,2,289.07,0.92,N,2
17.61026,83.20483,311.97,0.47,0.48,2015-01-21,2036,N,VIIRS,n,2,292.22,1.05,N,2
17.60588,83.20389,307.34,0.47,0.48,2015-01-21,2036,N,VIIRS,n,2,292.04,1.05,N,2
17.95518,83.46003,334.69,0.38,0.36,2015-01-22,0746,N,VIIRS,n,2,306.1,2.65,D,0
17.65317,82.79346,345.81,0.39,0.36,2015-01-22,0746,N,VIIRS,n,2,306.9,7.3,D,0
17.83735,83.37267,340.16,0.38,0.36,2015-01-22,0746,N,VIIRS,n,2,304.96,2.29,D,0
17.83995,83.37164,337.76,0.38,0.36,2015-01-22,0746,N,VIIRS,n,2,309.23,3.07,D,0
18.07239,82.87605,331.05,0.39,0.36,2015-01-22,0746,N,VIIRS,n,2,298.84,3.69,D,0
17.608,83.20356,341.85,0.39,0.36,2015-01-22,0746,N,VIIRS,n,2,309.49,3.61,D,2
17.60717,83.20309,312.49,0.41,0.37,2015-01-22,2017,N,VIIRS,n,2,293.23,1.42,N,2
17.61057,83.2037,307.04,0.41,0.37,2015-01-22,2017,N,VIIRS,n,2,292.27,1.07,N,2
17.6227,83.19405,306.15,0.41,0.37,2015-01-22,2017,N,VIIRS,n,2,291.01,1.07,N,2
17.62843,83.22276,301.6,0.41,0.37,2015-01-22,2017,N,VIIRS,n,2,289.78,0.46,N,2
17.84257,83.36729,300.41,0.41,0.37,2015-01-22,2017,N,VIIRS,n,2,288.58,0.33,N,0
17.83916,83.36666,303.18,0.41,0.37,2015-01-22,2017,N,VIIRS,n,2,289.46,0.66,N,0
17.7162,83.26202,306,0.41,0.37,2015-01-22,2017,N,VIIRS,n,2,290.75,0.76,N,2
17.83852,83.37046,307.23,0.41,0.37,2015-01-22,2017,N,VIIRS,n,2,290.52,1.42,N,0
17.60377,83.20246,318.95,0.41,0.37,2015-01-22,2017,N,VIIRS,n,2,292.28,1.42,N,2
17.60737,83.20364,331.17,0.39,0.44,2015-01-23,0727,N,VIIRS,l,2,305.21,3.71,D,2
17.71775,83.26257,300.87,0.44,0.39,2015-01-23,1958,N,VIIRS,n,2,290.03,0.84,N,2
17.60501,83.20081,316.07,0.44,0.39,2015-01-23,1958,N,VIIRS,n,2,292.8,1.98,N,2
17.60397,83.19956,314.76,0.44,0.39,2015-01-23,1958,N,VIIRS,n,2,291.32,1.89,N,0
17.60694,83.20432,303.69,0.44,0.39,2015-01-23,1958,N,VIIRS,n,2,293.17,1.16,N,2
17.61049,83.20486,306.81,0.44,0.39,2015-01-23,1958,N,VIIRS,n,2,293.37,1.16,N,2
17.6229,83.19391,303.25,0.45,0.39,2015-01-23,1958,N,VIIRS,n,2,290.83,0.68,N,2
17.83934,83.36933,323.99,0.44,0.38,2015-01-23,1958,N,VIIRS,n,2,290.95,2.11,N,0
17.60762,83.201,330.47,0.39,0.59,2015-01-24,0708,N,VIIRS,l,2,302.61,3.04,D,2
17.94025,82.98876,339.65,0.39,0.59,2015-01-24,0708,N,VIIRS,n,2,299.49,2.67,D,0
17.6081,83.20331,304.81,0.56,0.51,2015-01-24,1939,N,VIIRS,n,2,292.71,1.93,N,2
17.60823,83.20428,305.16,0.56,0.51,2015-01-24,1939,N,VIIRS,n,2,292.86,2.48,N,2
18.06518,83.29627,334.15,0.45,0.63,2015-01-25,0830,N,VIIRS,n,2,300.44,3.92,D,0
18.06645,83.29562,338.74,0.45,0.63,2015-01-25,0830,N,VIIRS,n,2,300.82,3.72,D,0
17.6073,83.20252,305.1,0.57,0.69,2015-01-25,1920,N,VIIRS,n,2,291.97,1.77,N,2
17.60792,83.20364,303.61,0.57,0.69,2015-01-25,1920,N,VIIRS,n,2,291.95,1.24,N,2
17.60543,83.20389,304.68,0.6,0.71,2015-01-25,2101,N,VIIRS,n,2,290.89,2,N,2
18.0503,83.52242,334.24,0.46,0.47,2015-01-26,0811,N,VIIRS,n,2,305.42,3.07,D,0
18.05083,83.52679,339.69,0.46,0.47,2015-01-26,0811,N,VIIRS,n,2,303.92,3.97,D,0
17.93611,82.79646,333.16,0.41,0.45,2015-01-26,0811,N,VIIRS,n,2,300.78,1.74,D,0
18.10212,83.00101,348.6,0.43,0.46,2015-01-26,0811,N,VIIRS,n,2,303.08,6.76,D,0
17.94002,82.82149,333.4,0.39,0.36,2015-01-27,0752,N,VIIRS,n,2,303.77,2.62,D,0
17.94146,82.76158,333.71,0.39,0.36,2015-01-27,0752,N,VIIRS,n,2,304.06,2.07,D,0
17.71015,82.82124,330.24,0.39,0.36,2015-01-27,0752,N,VIIRS,l,2,304.9,2.64,D,0
17.63621,83.22141,335.42,0.39,0.37,2015-01-27,0752,N,VIIRS,l,2,308.57,4.11,D,2
17.95775,82.82607,333.98,0.39,0.36,2015-01-27,0752,N,VIIRS,l,2,304.43,5.31,D,0
18.0612,83.44186,334.42,0.4,0.37,2015-01-27,0752,N,VIIRS,n,2,302.44,3.1,D,0
17.95719,82.8223,348.55,0.39,0.36,2015-01-27,0752,N,VIIRS,n,2,304.1,5.31,D,0
17.60439,83.20224,303.72,0.47,0.4,2015-01-27,2023,N,VIIRS,n,2,292.3,1.18,N,2
17.61164,83.20363,304.41,0.47,0.4,2015-01-27,2023,N,VIIRS,n,2,291.71,0.86,N,2
17.62403,83.19693,303.72,0.47,0.4,2015-01-27,2023,N,VIIRS,n,2,290.37,0.57,N,2
17.7173,83.26246,303.41,0.47,0.4,2015-01-27,2023,N,VIIRS,n,2,290.44,0.67,N,2
17.60802,83.20295,310.17,0.47,0.4,2015-01-27,2023,N,VIIRS,n,2,293.37,1.18,N,2
17.6391,83.218,301.76,0.47,0.4,2015-01-27,2023,N,VIIRS,n,2,290.15,0.26,N,2
18.10783,83.03327,333.02,0.48,0.4,2015-01-28,0733,N,VIIRS,n,2,298.72,2.71,D,0
18.09561,83.00648,331.69,0.48,0.4,2015-01-28,0733,N,VIIRS,n,2,299.93,2.75,D,0
17.4726,82.97943,310.86,0.4,0.37,2015-01-28,2004,N,VIIRS,n,2,289.98,1.03,N,0
17.60395,83.20249,305.78,0.4,0.37,2015-01-28,2004,N,VIIRS,n,2,293.31,1.18,N,2
17.60732,83.20303,310.25,0.4,0.37,2015-01-28,2004,N,VIIRS,n,2,293.76,1.36,N,2
17.75785,83.08135,299.98,0.4,0.37,2015-01-28,2004,N,VIIRS,n,2,289.73,0.4,N,0
17.71716,83.26235,307.68,0.4,0.37,2015-01-28,2004,N,VIIRS,n,2,292.14,0.96,N,2
17.62243,83.19402,306.31,0.4,0.37,2015-01-28,2004,N,VIIRS,n,2,291.9,0.75,N,2
17.61068,83.20358,315.88,0.4,0.37,2015-01-28,2004,N,VIIRS,n,2,293.55,1.36,N,2
17.64376,82.83813,354.11,0.32,0.55,2015-01-29,0714,N,VIIRS,n,2,300.96,5.2,D,0
18.1139,82.99471,340.63,0.62,0.54,2015-01-29,0715,N,VIIRS,n,2,295.68,11.99,D,0
17.62834,83.22295,308.51,0.44,0.46,2015-01-29,1945,N,VIIRS,n,2,291.1,0.68,N,2
17.63006,83.2241,303.24,0.44,0.46,2015-01-29,1945,N,VIIRS,n,2,291.09,0.29,N,0
17.61081,83.20454,306.82,0.44,0.46,2015-01-29,1945,N,VIIRS,n,2,292.9,1.24,N,2
17.63789,83.21615,331.86,0.56,0.69,2015-01-30,0836,N,VIIRS,l,2,302.14,6.41,D,2
17.62722,83.22122,302.59,0.45,0.63,2015-01-30,1926,N,VIIRS,n,2,289.57,0.68,N,2
17.60552,83.2014,307.38,0.45,0.63,2015-01-30,1926,N,VIIRS,n,2,290.4,1.41,N,2
17.63071,83.22011,332.85,0.55,0.51,2015-01-31,0817,N,VIIRS,n,2,302.22,9.12,D,2
17.64015,83.21893,330.46,0.55,0.51,2015-01-31,0817,N,VIIRS,l,2,302.9,5.98,D,2
17.62328,83.19605,301.15,0.38,0.58,2015-01-31,2048,N,VIIRS,n,2,289.45,0.47,N,2
17.61302,83.20403,301.8,0.38,0.58,2015-01-31,2048,N,VIIRS,n,2,290.18,0.59,N,2
17.62601,83.22203,301.65,0.38,0.59,2015-01-31,2048,N,VIIRS,n,2,289.52,1.16,N,2
17.63136,83.22321,313.29,0.38,0.59,2015-01-31,2048,N,VIIRS,n,2,289.54,1.15,N,0
17.61045,83.20415,310.17,0.38,0.59,2015-01-31,2048,N,VIIRS,n,2,290.95,1.12,N,2
17.60511,83.20289,303.78,0.38,0.59,2015-01-31,2048,N,VIIRS,n,2,290.81,1.12,N,2
17.60768,83.20277,307.63,0.38,0.58,2015-01-31,2048,N,VIIRS,n,2,291.33,1.34,N,2
17.63731,83.21548,332.25,0.44,0.38,2015-02-01,0758,N,VIIRS,l,2,303.61,6.12,D,2
17.62782,83.22532,333.59,0.44,0.38,2015-02-01,0758,N,VIIRS,n,2,304.09,5.74,D,2
17.62726,83.22121,333.8,0.44,0.38,2015-02-01,0758,N,VIIRS,n,2,303.58,2.49,D,2
18.0051,82.91086,332.38,0.43,0.38,2015-02-01,0758,N,VIIRS,n,2,299.93,3.65,D,0
18.10188,83.1703,333.4,0.44,0.38,2015-02-01,0758,N,VIIRS,n,2,301.34,4.41,D,0
18.10131,83.16611,332.38,0.44,0.38,2015-02-01,0758,N,VIIRS,n,2,301.52,4.41,D,0
17.9889,82.87173,342.67,0.43,0.38,2015-02-01,0758,N,VIIRS,n,2,297.23,5.68,D,0
17.6308,83.22069,336.78,0.44,0.38,2015-02-01,0758,N,VIIRS,n,2,304.25,2.49,D,2
17.88165,83.29498,331.18,0.44,0.39,2015-02-01,0758,N,VIIRS,n,2,301.4,2.7,D,0
17.64013,83.21622,303.31,0.57,0.43,2015-02-01,2029,N,VIIRS,n,2,291.65,2.12,N,2
17.60557,83.20372,307.63,0.57,0.43,2015-02-01,2029,N,VIIRS,n,2,293.56,2.35,N,2
17.60951,83.20452,307.56,0.57,0.43,2015-02-01,2029,N,VIIRS,n,2,293.66,2.52,N,2
17.62633,83.22447,309.85,0.57,0.43,2015-02-01,2029,N,VIIRS,n,2,291.7,2,N,2
17.63617,83.21544,303.43,0.57,0.43,2015-02-01,2029,N,VIIRS,n,2,292.21,2.46,N,2
17.62924,83.22211,336.13,0.41,0.37,2015-02-02,0739,N,VIIRS,n,2,305.79,2.59,D,2
17.54793,83.06816,331.57,0.42,0.38,2015-02-02,0739,N,VIIRS,n,2,300.37,0.9,D,0
17.63889,83.21642,335.63,0.41,0.37,2015-02-02,0739,N,VIIRS,n,2,305.17,5.59,D,2
17.61804,83.19685,308.33,0.38,0.36,2015-02-02,2010,N,VIIRS,n,2,291.93,0.77,N,2
17.71644,83.26157,310.32,0.38,0.36,2015-02-02,2010,N,VIIRS,n,2,292.23,0.67,N,2
17.60367,83.20178,303.27,0.38,0.36,2015-02-02,2010,N,VIIRS,n,2,293.12,1.11,N,2
17.60697,83.20236,316.34,0.38,0.36,2015-02-02,2010,N,VIIRS,n,2,295.06,1.11,N,2
17.61028,83.20293,308.77,0.38,0.36,2015-02-02,2010,N,VIIRS,n,2,293.63,1.44,N,2
17.63893,83.21524,304.79,0.38,0.36,2015-02-02,2010,N,VIIRS,n,2,292.07,1.38,N,2
17.62192,83.19381,311.9,0.38,0.36,2015-02-02,2010,N,VIIRS,n,2,293.2,1.34,N,2
17.6273,83.22436,327.19,0.38,0.36,2015-02-02,2010,N,VIIRS,n,2,292.85,2.26,N,2
17.62847,83.22387,335.46,0.48,0.48,2015-02-03,0720,N,VIIRS,n,2,309.36,4.67,D,2
17.85188,82.94975,335.4,0.5,0.49,2015-02-03,0721,N,VIIRS,n,2,303.91,4.1,D,0
18.04607,83.44818,339.19,0.46,0.47,2015-02-03,0721,N,VIIRS,n,2,304.69,3.09,D,0
17.71756,83.26105,303.31,0.53,0.42,2015-02-03,1951,N,VIIRS,n,2,291.95,1.18,N,2
17.60965,83.20232,306.4,0.53,0.42,2015-02-03,1951,N,VIIRS,n,2,293.47,1.41,N,2
17.60578,83.20175,308.7,0.53,0.42,2015-02-03,1951,N,VIIRS,n,2,294.02,1.41,N,2
17.60859,83.20576,304.16,0.53,0.42,2015-02-03,1952,N,VIIRS,n,2,294.04,1.97,N,2
17.60541,83.20013,308.26,0.53,0.42,2015-02-03,1952,N,VIIRS,n,2,293.59,1.77,N,2
17.62377,83.19571,303.55,0.36,0.57,2015-02-04,1933,N,VIIRS,n,2,288.7,0.48,N,2
17.60712,83.20064,304.38,0.36,0.57,2015-02-04,1933,N,VIIRS,n,2,292.32,0.95,N,2
17.63747,83.21796,297.68,0.36,0.57,2015-02-04,1933,N,VIIRS,n,2,287.36,0.41,N,2
17.61205,83.2047,305.13,0.36,0.57,2015-02-04,1933,N,VIIRS,n,2,291.53,0.8,N,2
17.60675,83.20409,303.38,0.36,0.57,2015-02-04,1933,N,VIIRS,n,2,292.75,0.95,N,2
17.71766,83.26049,298.79,0.35,0.57,2015-02-04,1933,N,VIIRS,n,2,287.93,0.48,N,2
18.04999,83.06386,334.9,0.34,0.56,2015-02-05,0823,N,VIIRS,n,2,304.38,2.34,D,0
17.63633,83.21675,341.3,0.34,0.56,2015-02-05,0823,N,VIIRS,l,2,315.36,5.65,D,2
17.66812,83.11478,335.82,0.34,0.56,2015-02-05,0823,N,VIIRS,n,2,305.38,0.83,D,0
17.95582,83.52236,367,0.36,0.58,2015-02-05,0823,N,VIIRS,h,2,312.85,9.93,D,0
18.0498,83.06941,333.54,0.34,0.56,2015-02-05,0823,N,VIIRS,n,2,302.83,1.95,D,0
18.04939,83.06566,337.08,0.34,0.56,2015-02-05,0823,N,VIIRS,n,2,303.66,1.95,D,0
18.05038,83.06757,342.56,0.34,0.56,2015-02-05,0823,N,VIIRS,n,2,302.88,2.34,D,0
17.60737,83.1992,304.09,0.73,0.76,2015-02-05,1914,N,VIIRS,n,2,287.88,2.33,N,2
17.71765,82.78266,334.51,0.5,0.41,2015-02-06,0804,N,VIIRS,n,2,307.93,2.42,D,0
18.12541,83.3308,330.42,0.54,0.42,2015-02-06,0804,N,VIIRS,n,2,303.33,0.94,D,0
17.63723,83.21899,341.94,0.52,0.42,2015-02-06,0804,N,VIIRS,n,2,313.93,7.58,D,2
17.69515,82.87238,336.01,0.5,0.41,2015-02-06,0804,N,VIIRS,n,2,309.86,6.35,D,0
17.7612,83.25712,347.56,0.53,0.42,2015-02-06,0804,N,VIIRS,n,2,310.07,8.68,D,0
17.76058,83.25234,334.36,0.53,0.42,2015-02-06,0804,N,VIIRS,n,2,305.48,8.68,D,0
