date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,ozone,sulphur_dioxide,temp_max,wind_direction,humidity,wind_speed,pressure,solar_radiation,temp_min,temp_avg,CLRSKY_SFC_SW_DWN,cloud_cover,ALLSKY_SFC_LW_DWN,rainfall,month,day,day_of_week,year,season,id
2022-08-04,38.07368421052632,24.18421052631579,614.4736842105264,32.13157894736842,30.94736842105263,77.52105263157895,29.72,39.1,84.16,4.1,99.76,3.8239,26.92,28.19,7.3469,99.23,10.4606,17.79,8,4,3,2022,2,1
2022-08-05,45.88333333333333,30.629166666666663,756.4583333333334,45.41666666666666,28.541666666666668,73.60833333333333,28.85,306.0,86.31,4.5,99.66,5.3345,26.92,27.91,7.2679,93.32,10.4928,5.26,8,5,4,2022,2,2
2022-08-06,39.29583333333333,27.241666666666664,611.4166666666666,37.13333333333333,45.375,39.62083333333333,29.29,247.0,87.67,4.19,99.56,2.8555,27.0,28.02,7.0685,99.36,10.5365,19.27,8,6,5,2022,2,3
2022-08-07,29.195833333333336,20.3375,571.375,35.604166666666664,29.666666666666668,29.85833333333333,29.7,252.0,87.15,6.22,99.36,2.1415,26.72,27.91,7.1878,99.86,10.5797,22.84,8,7,6,2022,2,4
2022-08-08,16.691666666666666,11.491666666666667,323.6666666666667,26.879166666666663,24.58333333333333,17.029166666666665,29.09,245.0,87.07,8.37,99.26,1.3399,26.37,27.66,6.9902,99.35,10.5422,10.67,8,8,0,2022,2,5
2022-08-09,15.154166666666669,10.391666666666667,259.7083333333333,23.3875,34.166666666666664,16.058333333333334,30.0,235.5,86.16,10.12,99.3,3.0602,26.32,27.9,7.0817,99.93,10.5194,7.11,8,9,1,2022,2,6
2022-08-10,19.72083333333333,12.916666666666666,254.125,22.041666666666668,43.083333333333336,17.441666666666666,30.58,237.0,82.45,9.04,99.42,3.3658,26.36,28.35,6.8206,99.81,10.4988,1.9,8,10,2,2022,2,7
2022-08-11,27.3125,17.1375,296.4166666666667,24.10833333333333,51.04166666666666,19.79583333333333,30.96,231.9,83.75,6.86,99.69,5.6868,27.39,28.75,7.0836,92.83,10.4894,1.05,8,11,3,2022,2,8
2022-08-12,34.65833333333333,22.73333333333333,539.375,27.475,43.75,27.2875,30.61,237.2,85.99,4.95,99.84,4.1302,27.43,28.56,6.8273,93.9,10.5643,10.68,8,12,4,2022,2,9
2022-08-13,28.579166666666666,18.98333333333333,464.625,29.8625,24.916666666666668,24.08333333333333,29.03,256.6,87.45,6.39,99.79,1.7081,26.99,27.8,6.8234,99.58,10.4926,13.63,8,13,5,2022,2,10
2022-08-14,20.34583333333333,13.833333333333334,365.7916666666667,25.725,23.125,17.441666666666666,28.88,253.7,87.33,8.12,99.74,1.668,26.54,27.31,7.1515,99.53,10.4078,31.79,8,14,6,2022,2,11
2022-08-15,26.40416666666667,16.720833333333335,306.9583333333333,25.77083333333333,41.54166666666666,19.925,29.84,236.7,85.21,7.17,100.04,3.7421,26.57,27.88,6.709,98.75,10.3932,1.9,8,15,0,2022,2,12
2022-08-16,42.5625,25.725,410.1666666666667,32.1875,56.875,26.65416666666667,30.15,232.7,85.26,5.08,100.27,5.555,26.49,27.99,6.755,67.56,10.4878,2.44,8,16,1,2022,2,13
2022-08-17,45.43333333333334,27.641666666666666,429.5416666666667,37.4625,58.0,26.579166666666666,29.56,236.5,87.59,4.38,100.21,5.9671,26.21,27.89,6.5784,79.61,10.4018,2.52,8,17,2,2022,2,14
2022-08-18,65.08333333333333,43.25,972.3333333333334,40.09166666666667,50.91666666666666,47.38333333333333,28.54,246.4,89.93,4.13,100.01,3.7332,27.09,27.82,6.6559,99.18,10.4825,7.26,8,18,3,2022,2,15
2022-08-19,42.66666666666666,29.20833333333333,897.7916666666666,34.7,30.416666666666668,41.37083333333333,30.28,254.6,84.71,2.93,99.86,1.5744,26.85,28.48,6.3214,99.49,10.5302,8.43,8,19,4,2022,2,16
2022-08-20,25.954166666666666,17.25,399.9583333333333,30.3125,40.208333333333336,22.6375,29.81,256.2,87.95,4.98,99.77,4.6313,26.7,28.12,7.0337,99.03,10.4158,11.81,8,20,5,2022,2,17
2022-08-21,27.704166666666666,18.2875,363.375,27.725,48.375,21.6125,30.45,243.2,87.53,5.09,99.76,6.4906,27.02,28.38,6.9804,60.03,10.319,2.51,8,21,6,2022,2,18
2022-08-22,46.50833333333333,30.508333333333336,680.0,32.25833333333333,54.5,36.46666666666667,29.54,234.7,88.9,4.3,99.8,5.9695,27.08,28.0,6.7373,62.14,10.3514,2.2,8,22,0,2022,2,19
2022-08-23,63.7,42.5125,1159.75,45.7625,42.5,68.13333333333334,29.96,208.5,86.12,2.35,99.95,5.1809,26.91,28.05,6.3878,85.28,10.3877,4.35,8,23,1,2022,2,20
2022-08-24,64.72916666666667,43.675,1094.125,52.4875,35.041666666666664,74.35833333333333,30.12,202.8,82.52,1.71,100.14,3.3264,26.47,28.2,6.7406,97.11,10.488,4.75,8,24,2,2022,2,21
2022-08-25,85.60000000000001,58.54583333333333,1495.9583333333333,57.725,55.0,103.7125,31.14,168.6,76.51,1.62,100.07,6.6506,26.71,28.78,6.9466,44.27,10.2977,0.61,8,25,3,2022,2,22
2022-08-26,69.49166666666666,47.46666666666667,1297.0,47.80833333333334,61.41666666666666,69.1875,31.12,194.2,80.63,1.91,100.0,6.2251,26.82,28.75,6.7418,67.29,10.4011,0.72,8,26,4,2022,2,23
2022-08-27,66.14999999999999,44.07916666666667,987.4166666666666,45.97916666666666,71.33333333333333,53.85,30.64,223.6,84.24,2.51,99.96,5.58,27.43,28.84,6.7658,85.24,10.482,4.08,8,27,5,2022,2,24
2022-08-28,51.86666666666667,34.8125,655.2083333333334,50.05,73.75,57.12083333333334,30.29,212.6,79.3,2.12,100.04,4.9898,27.27,28.75,6.7843,65.84,10.29,3.7,8,28,6,2022,2,25
2022-08-29,51.29166666666666,34.125,851.875,40.93333333333333,51.625,69.91250000000001,28.85,107.6,82.46,2.16,100.27,5.2483,27.39,28.17,7.0908,41.33,10.3169,2.08,8,29,0,2022,2,26
2022-08-30,30.729166666666668,20.28333333333333,616.8333333333334,25.03333333333333,28.291666666666668,57.69583333333333,29.34,88.5,84.9,2.63,100.36,6.571,26.92,28.03,7.1681,32.74,10.2859,0.99,8,30,1,2022,2,27
2022-08-31,42.54166666666666,29.03333333333333,974.0,23.65416666666667,14.875,75.02499999999999,29.24,129.8,83.18,1.61,100.27,4.7155,27.2,28.06,7.045,49.16,10.3181,2.45,8,31,2,2022,2,28
2022-09-01,30.70833333333333,20.745833333333334,691.875,18.216666666666665,19.33333333333333,50.833333333333336,29.59,136.6,81.72,1.96,100.31,6.6094,27.03,28.16,7.1522,25.51,10.2103,0.9,9,1,3,2022,2,29
2022-09-02,34.854166666666664,23.416666666666668,715.0,16.787499999999998,17.291666666666668,55.45416666666667,29.6,99.5,83.02,2.07,100.39,6.4481,27.35,28.38,7.1395,27.7,10.2283,2.13,9,2,4,2022,2,30
2022-09-03,30.741666666666664,20.5125,652.7083333333334,21.1375,25.33333333333333,35.09166666666667,29.88,216.3,82.85,2.74,100.28,6.7855,27.4,28.57,7.1131,17.8,10.2667,0.96,9,3,5,2022,2,31
2022-09-04,38.15833333333333,25.3125,722.8333333333334,26.5,29.541666666666668,30.09583333333333,29.93,228.6,85.45,3.51,100.18,6.173,27.42,28.62,6.7709,23.14,10.35,2.98,9,4,6,2022,2,32
2022-09-05,35.78333333333333,22.754166666666663,600.7916666666666,30.5125,43.66666666666666,30.3625,30.69,225.2,85.12,3.93,100.16,6.4793,27.41,28.97,6.7783,20.78,10.3404,8.51,9,5,0,2022,2,33
2022-09-06,37.13333333333333,24.375,728.2916666666666,36.92916666666667,50.16666666666666,37.275,30.19,208.5,84.68,3.02,100.17,6.3833,27.45,28.76,6.8743,27.19,10.3241,4.83,9,6,1,2022,2,34
2022-09-07,72.8625,50.12083333333334,1595.25,52.11666666666667,27.416666666666668,78.30833333333334,28.96,132.1,81.91,2.77,100.21,2.6472,27.13,27.78,6.8861,94.04,10.405,17.09,9,7,2,2022,2,35
2022-09-08,27.4375,18.40833333333333,685.125,34.291666666666664,20.666666666666668,30.375,29.53,54.3,84.04,2.97,100.05,3.6427,26.53,27.93,6.9598,86.59,10.5098,14.43,9,8,3,2022,2,36
2022-09-09,17.4125,11.429166666666667,386.3333333333333,28.475,25.166666666666668,27.67083333333333,29.68,70.4,86.43,3.92,99.89,4.2566,27.43,28.47,6.8789,96.94,10.6272,14.12,9,9,4,2022,2,37
2022-09-10,26.48333333333333,18.28333333333333,610.5833333333334,26.229166666666668,21.291666666666668,25.25,28.9,213.8,88.32,5.67,99.73,1.3094,27.2,28.02,6.6307,99.58,10.5586,37.72,9,10,5,2022,2,38
2022-09-11,21.15833333333333,13.9625,308.6666666666667,25.0125,43.583333333333336,18.47083333333333,29.76,218.3,87.48,9.61,99.6,3.9962,27.2,28.39,6.4711,99.19,10.5718,9.32,9,11,6,2022,2,39
2022-09-12,24.5625,15.225,284.2083333333333,23.77083333333333,48.458333333333336,17.337500000000002,29.84,214.7,84.82,8.87,99.81,2.2649,27.95,28.56,6.3883,99.55,10.5672,5.08,9,12,0,2022,2,40
2022-09-13,33.17916666666667,19.525,309.3333333333333,27.09166666666667,61.083333333333336,17.204166666666666,29.34,212.0,86.58,7.32,100.14,2.4655,27.64,28.42,6.4754,97.66,10.5655,8.47,9,13,1,2022,2,41
2022-09-14,31.675,18.77083333333333,351.375,30.02916666666667,56.625,21.441666666666663,29.19,215.7,88.05,5.5,100.38,2.5901,27.29,28.1,6.4894,87.37,10.4837,4.02,9,14,2,2022,2,42
2022-09-15,36.41666666666666,22.77916666666667,368.5416666666667,31.45,60.66666666666666,24.320833333333336,29.12,226.9,88.82,5.16,100.35,5.2819,26.81,27.99,6.5302,62.16,10.3522,1.77,9,15,3,2022,2,43
2022-09-16,34.65833333333333,22.95833333333333,432.0,33.27916666666667,55.375,27.0,29.04,237.5,88.25,5.49,100.12,5.6858,26.92,27.9,6.5467,69.22,10.3128,9.41,9,16,4,2022,2,44
2022-09-17,57.425,39.60416666666666,1429.0833333333333,33.13333333333333,47.91666666666666,54.18333333333334,29.4,242.1,87.77,5.03,100.05,6.156,27.07,28.13,6.4968,50.38,10.2833,1.94,9,17,5,2022,2,45
2022-09-18,72.50833333333334,50.32083333333333,2055.375,41.71666666666667,27.541666666666668,68.04166666666667,30.75,279.8,83.22,3.47,100.1,2.5198,26.99,28.46,6.1015,99.58,10.501,7.16,9,18,6,2022,2,46
2022-09-19,45.175,31.52916666666667,962.4166666666666,36.12083333333333,32.166666666666664,36.9,28.59,273.6,83.98,4.31,100.04,1.6946,26.61,27.55,5.9496,99.98,10.4726,22.57,9,19,0,2022,2,47
2022-09-20,31.28333333333333,21.745833333333334,653.2916666666666,39.57083333333333,40.333333333333336,25.629166666666663,28.91,251.0,84.7,5.58,99.99,3.5707,26.24,27.4,6.1654,81.98,10.445,3.89,9,20,1,2022,2,48
2022-09-21,42.15416666666667,28.9125,769.0833333333334,36.8875,58.083333333333336,31.454166666666666,29.32,231.3,83.19,4.73,100.03,4.891,25.96,27.52,6.1315,59.71,10.3255,1.32,9,21,2,2022,2,49
2022-09-22,64.46666666666667,43.8875,1078.5,39.02916666666667,50.79166666666666,38.88333333333333,30.57,244.3,84.66,4.64,100.09,3.5522,26.7,28.33,6.126,89.89,10.5096,3.83,9,22,3,2022,2,50
2022-09-23,65.23333333333333,44.73333333333333,1302.2083333333333,54.55416666666667,45.41666666666666,60.895833333333336,29.94,258.1,79.93,3.47,100.2,5.2814,25.87,28.03,6.0329,75.22,10.3625,4.36,9,23,4,2022,2,51
2022-09-24,77.28750000000001,53.020833333333336,1414.25,71.7375,40.958333333333336,103.75416666666666,30.49,307.4,77.91,2.24,100.2,4.8449,26.25,28.25,6.1752,77.82,10.361,1.56,9,24,5,2022,2,52
2022-09-25,72.46249999999999,49.1375,1111.625,60.45416666666667,46.75,96.22916666666669,29.6,79.4,81.97,2.14,100.2,4.9728,26.96,28.07,6.2522,66.64,10.3704,6.18,9,25,6,2022,2,53
2022-09-26,70.97083333333333,47.8625,1071.875,62.86666666666667,54.875,78.35416666666667,28.65,69.8,86.29,1.94,100.28,5.7074,26.68,27.64,6.5645,79.21,10.2562,6.24,9,26,0,2022,2,54
2022-09-27,87.86666666666667,59.10833333333333,1296.625,66.45416666666667,73.79166666666667,124.52916666666664,29.54,73.8,86.0,2.37,100.18,5.6304,26.32,27.73,6.4646,48.08,10.2408,3.17,9,27,1,2022,2,55
2022-09-28,70.75416666666666,47.23333333333333,1098.0,63.7,71.25,91.05833333333334,29.74,80.9,84.09,1.87,100.05,6.0941,26.63,27.97,6.5945,43.34,10.2379,9.29,9,28,2,2022,2,56
2022-09-29,39.09166666666667,26.8,822.375,54.36666666666667,30.45833333333333,65.175,29.55,68.4,84.6,2.27,100.02,3.9542,26.84,28.03,6.5266,77.13,10.38,7.19,9,29,3,2022,2,57
2022-09-30,46.625,32.02916666666667,1006.7083333333334,47.0875,32.0,58.28333333333333,29.11,57.7,85.01,2.91,100.02,4.2626,26.82,27.85,6.5213,93.68,10.3723,7.29,9,30,4,2022,2,58
2022-10-01,55.12083333333334,37.975,1120.0416666666667,53.0625,28.291666666666668,49.02916666666667,29.44,35.8,87.03,5.04,99.97,2.0522,26.61,27.93,6.3665,93.24,10.5814,9.39,10,1,5,2022,3,59
2022-10-02,78.69166666666666,54.74166666666667,1414.5,74.53333333333333,22.666666666666668,77.9875,30.52,19.2,82.12,3.72,99.9,3.725,26.78,28.54,6.0319,98.46,10.4938,14.98,10,2,6,2022,3,60
2022-10-03,94.475,65.88333333333334,1812.25,90.10833333333332,17.833333333333332,108.56666666666666,30.31,19.7,82.97,4.13,99.92,2.2709,26.74,28.28,5.9366,99.01,10.4777,14.3,10,3,0,2022,3,61
2022-10-04,45.30416666666667,31.6125,928.9166666666666,59.42083333333333,27.125,57.00833333333333,29.4,37.5,88.51,4.77,99.98,1.5053,26.76,28.07,6.2774,98.08,10.4791,15.98,10,4,1,2022,3,62
2022-10-05,25.104166666666668,15.833333333333334,492.0833333333333,32.916666666666664,51.833333333333336,27.816666666666663,28.73,110.3,90.1,4.89,100.14,4.5766,26.53,27.8,6.3619,94.47,10.4662,12.81,10,5,2,2022,3,63
2022-10-06,28.383333333333336,18.416666666666668,569.3333333333334,37.7375,62.083333333333336,29.954166666666666,28.2,123.1,88.0,5.53,100.26,3.9583,26.26,27.25,6.1819,94.14,10.3553,18.21,10,6,3,2022,3,64
2022-10-07,30.195833333333336,19.7,538.0416666666666,33.979166666666664,46.708333333333336,33.81666666666667,28.13,120.4,88.92,4.63,100.37,4.345,26.23,27.06,6.336,84.66,10.2766,11.11,10,7,4,2022,3,65
2022-10-08,20.691666666666663,13.658333333333331,496.9583333333333,27.704166666666666,21.08333333333333,31.1625,28.0,76.2,88.71,3.84,100.48,4.2689,26.09,26.95,6.3821,85.24,10.2204,13.31,10,8,5,2022,3,66
2022-10-09,23.64583333333333,15.125,490.9166666666667,26.375,27.45833333333333,26.679166666666664,28.16,85.7,88.47,5.17,100.54,2.2205,26.22,27.27,6.3413,98.68,10.338,16.65,10,9,6,2022,3,67
2022-10-10,38.56666666666667,25.71666666666667,972.5833333333334,25.52916666666667,27.5,52.49583333333334,28.49,127.1,84.89,3.8,100.73,2.6412,26.76,27.44,6.3926,96.13,10.3738,15.37,10,10,0,2022,3,68
2022-10-11,45.88333333333333,31.1625,1266.4166666666667,25.725,24.33333333333333,60.05,28.04,144.1,84.72,2.46,100.66,4.9056,26.58,27.19,6.3691,67.95,10.2593,8.82,10,11,1,2022,3,69
2022-10-12,46.09583333333333,31.21666666666667,1105.1666666666667,28.35,26.416666666666668,53.7125,28.64,156.2,84.85,2.49,100.63,5.9844,26.34,27.36,6.2201,36.33,10.1148,6.11,10,12,2,2022,3,70
2022-10-13,51.25416666666666,35.25416666666667,1040.8333333333333,52.425,29.916666666666668,86.49583333333334,28.77,95.5,84.3,2.58,100.56,5.4698,26.25,27.39,6.3334,62.5,10.1566,4.16,10,13,3,2022,3,71
2022-10-14,26.48333333333333,17.76666666666667,570.0,38.50833333333333,24.83333333333333,35.8125,28.58,69.2,87.14,4.73,100.45,2.5687,26.3,27.31,6.2232,90.96,10.3349,24.14,10,14,4,2022,3,72
2022-10-15,18.320833333333333,11.766666666666666,392.375,22.04583333333333,21.875,31.808333333333334,28.78,95.8,86.49,4.11,100.43,3.301,26.45,27.47,6.3,63.61,10.2835,19.61,10,15,5,2022,3,73
2022-10-16,30.425,20.229166666666668,674.0833333333334,24.329166666666666,21.125,44.2,29.09,80.2,85.57,4.42,100.67,5.748,26.57,27.67,6.2974,16.12,10.0807,7.09,10,16,6,2022,3,74
2022-10-17,63.3875,42.9125,1444.8333333333333,41.5,47.25,63.82083333333333,28.63,57.0,84.81,3.86,100.77,4.1177,26.02,27.28,5.8855,46.65,10.0291,7.17,10,17,0,2022,3,75
2022-10-18,86.6375,58.475,1687.4166666666667,66.97083333333333,55.04166666666666,77.64166666666667,28.94,50.5,85.76,3.81,100.67,5.2301,25.85,27.25,5.351,34.65,9.9922,6.07,10,18,1,2022,3,76
2022-10-19,56.97083333333333,37.66666666666666,797.5833333333334,52.74166666666667,67.75,39.44166666666667,28.81,53.5,83.14,4.57,100.64,5.0854,25.52,27.03,5.5495,51.0,10.0414,3.06,10,19,2,2022,3,77
2022-10-20,66.27083333333333,43.4375,878.875,53.48333333333333,80.70833333333333,41.63333333333333,29.04,50.3,82.44,5.04,100.72,4.3687,25.15,27.13,5.0856,37.96,9.9744,1.05,10,20,3,2022,3,78
2022-10-21,75.59166666666667,49.67916666666667,742.8333333333334,54.05,97.625,42.45,28.93,42.9,81.26,6.31,100.84,5.0892,25.99,27.24,5.1679,12.02,9.8585,0.75,10,21,4,2022,3,79
2022-10-22,69.75,47.62916666666666,1003.25,58.6,76.375,52.35416666666666,28.62,32.6,75.67,6.06,100.86,5.0832,24.39,26.48,5.2171,21.94,9.7073,0.16,10,22,5,2022,3,80
2022-10-23,68.4375,47.5875,1224.5416666666667,69.25,42.54166666666666,50.24583333333334,28.91,12.1,77.3,6.0,100.6,4.7155,23.77,26.36,5.8027,81.51,9.7073,0.06,10,23,6,2022,3,81
2022-10-24,78.625,54.38333333333333,1511.4583333333333,64.97916666666667,50.16666666666666,64.0625,30.22,310.6,73.39,3.49,100.33,5.1502,23.86,26.98,5.7139,72.76,9.6898,0.11,10,24,0,2022,3,82
2022-10-25,102.5625,70.20416666666667,2078.875,59.4875,72.83333333333333,97.02083333333331,28.9,67.1,72.32,2.31,100.57,5.31,24.32,26.87,5.7958,24.86,9.6353,0.12,10,25,1,2022,3,83
2022-10-26,117.2625,78.27083333333333,2604.458333333333,58.80416666666667,67.625,111.50416666666666,28.64,73.8,73.07,2.6,100.85,5.4977,25.75,27.16,5.7624,7.97,9.5654,0.03,10,26,2,2022,3,84
2022-10-27,90.14583333333331,60.04583333333333,1786.0416666666667,57.9125,58.833333333333336,71.12083333333334,28.42,58.7,77.05,3.95,100.86,5.4708,24.24,26.38,5.5673,8.24,9.4574,0.03,10,27,3,2022,3,85
2022-10-28,87.60833333333333,57.59166666666667,1609.5416666666667,55.51666666666667,77.375,68.32083333333334,28.07,49.8,74.84,4.88,100.81,5.1576,24.1,25.97,5.2877,6.3,9.3151,0.01,10,28,4,2022,3,86
2022-10-29,105.94583333333333,71.49166666666666,1853.7916666666667,59.625,70.5,75.19583333333334,27.54,41.5,73.99,4.71,100.8,5.1238,22.78,25.24,5.147,3.1,9.1538,0.01,10,29,5,2022,3,87
2022-10-30,100.80416666666667,68.10416666666667,1775.8333333333333,63.48333333333333,64.95833333333333,68.50833333333334,27.46,38.5,76.46,4.72,100.79,4.8022,22.88,25.18,4.9562,35.82,9.4186,0.03,10,30,6,2022,3,88
2022-10-31,94.35416666666669,63.03333333333333,1573.6666666666667,61.74166666666667,76.54166666666667,62.675,27.77,45.5,75.63,5.2,100.79,4.3954,23.65,25.67,5.3604,57.56,9.7759,0.49,10,31,0,2022,3,89
2022-11-01,75.07083333333334,49.5625,1121.875,59.22916666666666,73.29166666666667,52.69583333333333,28.32,51.0,83.81,4.33,100.85,4.002,24.42,26.25,5.5126,70.92,10.0409,2.04,11,1,1,2022,3,90
2022-11-02,87.37083333333334,58.96666666666667,1506.4166666666667,59.36666666666667,75.29166666666667,66.33749999999999,27.69,52.5,85.64,4.42,100.79,5.111,24.82,26.15,5.1814,34.96,9.7603,0.96,11,2,2,2022,3,91
2022-11-03,81.31666666666666,52.10416666666666,1316.0833333333333,60.76666666666667,80.125,59.62916666666666,27.59,66.9,86.64,3.67,100.79,2.9539,24.82,26.05,5.3407,92.9,10.073,1.44,11,3,3,2022,3,92
2022-11-04,93.8375,62.1375,1615.5416666666667,61.11666666666667,73.83333333333333,71.97916666666667,27.93,77.3,85.47,3.5,100.92,4.267,24.46,26.14,5.064,46.45,10.0051,2.26,11,4,4,2022,3,93
2022-11-05,109.55416666666667,71.54583333333333,1879.0833333333333,60.47916666666666,63.29166666666666,84.07083333333334,28.23,71.1,78.8,4.12,101.05,4.6841,25.0,26.37,4.6982,7.06,9.539,0.93,11,5,5,2022,3,94
2022-11-06,126.625,80.49583333333334,2065.0,56.75,74.5,83.41250000000001,27.6,65.9,75.65,3.88,101.1,4.8811,23.67,25.54,4.8893,2.81,9.0886,0.0,11,6,6,2022,3,95
2022-11-07,130.57083333333333,83.55416666666666,2100.875,63.89166666666667,60.29166666666666,98.28333333333336,27.6,56.8,75.83,3.69,101.03,4.885,22.72,25.21,4.9253,3.46,9.0859,0.0,11,7,0,2022,3,96
2022-11-08,117.4375,75.45,1966.5833333333333,57.2375,61.91666666666666,75.8,27.66,57.9,76.59,3.75,101.0,4.477,22.86,25.38,4.5175,4.61,9.2638,0.01,11,8,1,2022,3,97
2022-11-09,91.42916666666667,57.7125,1196.2083333333333,61.1875,60.75,49.42916666666667,27.52,52.2,80.7,4.93,100.97,3.2498,23.4,25.4,4.7482,65.86,9.9679,0.22,11,9,2,2022,3,98
2022-11-10,80.04166666666667,51.50833333333333,807.7916666666666,58.62916666666666,92.08333333333331,41.0,27.34,45.1,79.41,6.04,100.96,4.3255,23.59,25.3,4.6598,48.71,9.6317,0.09,11,10,3,2022,3,99
2022-11-11,71.72500000000001,46.45,671.7916666666666,52.1,106.5,39.270833333333336,27.4,44.1,79.48,6.62,100.93,3.7906,23.64,25.31,4.7354,62.55,9.7788,0.07,11,11,4,2022,3,100
2022-11-12,85.27499999999999,55.15833333333333,924.2083333333334,52.17083333333333,99.20833333333331,46.90833333333333,27.24,46.8,78.23,5.98,100.95,3.8539,23.87,25.41,4.9483,58.75,9.984,0.57,11,12,5,2022,3,101
2022-11-13,100.4,66.37916666666666,1168.8333333333333,57.91666666666666,82.66666666666667,58.520833333333336,26.9,47.8,78.62,5.43,100.96,4.5727,23.28,24.91,4.651,9.89,9.4512,0.47,11,13,6,2022,3,102
2022-11-14,108.37083333333334,71.3625,1342.4583333333333,54.44583333333333,74.83333333333333,63.69583333333333,26.21,45.3,77.48,4.95,101.01,4.7993,21.96,23.96,4.8449,9.34,8.9738,0.0,11,14,0,2022,3,103
2022-11-15,133.07916666666668,89.65416666666665,2179.75,58.4,70.95833333333333,95.70416666666668,26.33,44.8,73.6,3.64,100.98,4.9656,20.91,23.67,5.0299,13.11,8.7329,0.0,11,15,1,2022,3,104
2022-11-16,129.225,87.14583333333333,2426.958333333333,66.33333333333333,61.875,99.125,26.36,33.6,70.69,4.01,100.84,5.2435,20.55,23.53,5.2454,6.19,8.6182,0.0,11,16,2,2022,3,105
2022-11-17,111.66666666666669,74.14999999999999,1553.8333333333333,63.645833333333336,71.75,73.99166666666666,26.39,32.8,74.15,4.96,100.79,4.8367,21.06,23.74,4.8667,22.41,8.7257,0.0,11,17,3,2022,3,106
2022-11-18,75.84166666666667,50.25833333333333,872.875,59.075,78.58333333333333,48.7125,26.22,36.0,74.01,6.11,100.86,4.771,21.41,23.66,5.2224,71.62,8.8337,0.0,11,18,4,2022,3,107
2022-11-19,69.4375,46.725,621.0,49.85833333333333,87.5,43.85416666666666,25.71,32.5,74.1,6.44,100.84,4.9452,21.27,23.26,5.1132,48.7,8.8399,0.0,11,19,5,2022,3,108
2022-11-20,76.0125,51.25416666666666,744.9166666666666,57.3,73.04166666666667,46.32916666666667,25.35,35.3,77.95,7.07,100.69,2.4842,21.45,23.41,4.8082,94.58,9.8033,0.15,11,20,6,2022,3,109
2022-11-21,72.62083333333334,48.49583333333334,614.875,46.8,84.66666666666667,42.92083333333333,26.2,40.4,82.46,7.01,100.63,2.1396,22.87,24.54,4.8562,96.28,9.9847,2.45,11,21,0,2022,3,110
2022-11-22,72.29166666666667,47.16666666666666,752.0,45.40833333333333,77.875,38.0125,27.05,45.7,84.71,6.28,100.67,2.8877,23.74,25.2,4.9896,85.14,9.941,1.79,11,22,1,2022,3,111
2022-11-23,74.96666666666667,48.9375,1237.5833333333333,48.9,68.0,53.2875,27.31,56.5,83.63,4.42,100.79,4.3961,23.62,25.33,4.7254,19.53,9.7411,0.3,11,23,2,2022,3,112
2022-11-24,97.69583333333333,63.275,1775.125,59.93333333333334,59.41666666666666,81.6375,26.92,83.7,84.07,3.07,100.8,2.9419,24.08,25.54,4.1803,64.3,10.2276,1.78,11,24,3,2022,3,113
2022-11-25,124.27083333333331,79.22500000000001,1697.625,55.6625,81.20833333333333,73.43333333333334,26.48,57.8,82.82,4.2,100.89,1.4107,23.98,25.04,4.1866,75.11,10.134,1.82,11,25,4,2022,3,114
2022-11-26,169.6875,109.50416666666666,2419.375,67.47916666666667,90.625,107.20416666666668,26.43,55.9,77.3,3.73,100.77,4.3058,21.67,24.07,4.6942,30.67,9.3689,0.1,11,26,5,2022,3,115
2022-11-27,155.79583333333332,102.83333333333331,2309.125,65.21249999999999,81.5,117.2125,26.52,57.0,71.72,2.84,100.6,4.4402,21.64,24.07,4.5768,9.14,9.0019,0.0,11,27,6,2022,3,116
2022-11-28,132.125,88.02083333333333,2439.5416666666665,64.64583333333333,71.04166666666667,106.5875,26.18,53.0,68.95,3.07,100.67,4.1702,21.36,23.76,4.2163,3.1,8.7389,0.0,11,28,0,2022,3,117
2022-11-29,132.23333333333332,88.7,1922.8333333333333,70.00416666666666,72.25,115.30833333333334,26.07,35.1,73.12,4.0,100.79,4.4393,20.68,23.43,4.505,4.99,8.8855,0.0,11,29,1,2022,3,118
2022-11-30,107.25,71.85000000000001,810.1666666666666,51.67083333333333,93.04166666666669,100.78333333333336,26.94,36.6,79.6,5.19,100.84,4.4294,22.21,24.57,4.5646,12.85,9.517,0.03,11,30,2,2022,3,119
2022-12-01,90.46666666666664,61.51666666666667,733.7916666666666,52.575,82.33333333333333,90.2375,27.24,45.5,84.18,5.12,100.82,4.417,23.31,25.13,4.9478,14.35,9.7222,0.13,12,1,3,2022,3,120
2022-12-02,106.5875,70.02499999999999,864.2083333333334,57.57083333333333,109.54166666666669,95.8875,27.36,52.6,85.61,4.98,100.78,3.4939,23.69,25.26,4.6841,43.37,9.9444,3.89,12,2,4,2022,3,121
2022-12-03,135.93333333333334,86.31666666666666,1104.125,62.80833333333334,94.875,69.97500000000001,26.98,59.1,84.32,4.31,100.84,3.6278,23.18,25.0,3.9646,23.6,9.7102,0.91,12,3,5,2022,3,122
2022-12-04,143.89166666666668,93.275,1178.5,64.35416666666667,88.25,64.20833333333333,27.16,57.2,82.8,4.22,100.9,3.5249,23.16,25.0,3.7997,19.87,9.6134,0.07,12,4,6,2022,3,123
