DATE,T2M_MAX,WD10M,RH2M,WS10M,PS,ALLSKY_SFC_SW_DWN,T2M_MIN,T2M,CLRSKY_SFC_SW_DWN,CLOUD_AMT,ALLSKY_SFC_LW_DWN,PRECTOTCORR
20100911,29.58,213.7,85.88,3.05,100.15,5.1938,27.05,28.03,6.6799,73.44,10.5538,6.34
20100912,29.68,218.9,85.66,3.36,100.11,5.1823,27.16,28.2,6.6926,90.05,10.5281,6.1
20100913,29.13,250.8,88.8,2.45,99.9,5.0011,26.99,27.84,6.6084,97.96,10.4098,2.98
20100914,28.38,72.2,91.15,3.17,99.75,6.1298,27.1,27.68,6.7068,66.23,10.4242,3.78
20100915,29.37,308.3,87.73,2.91,99.8,5.3676,26.99,27.91,6.5554,88.08,10.5403,5.9
20100916,27.9,248.9,88.75,3.65,99.88,2.6614,26.44,27.21,6.486,97.82,10.5206,12.73
20100917,28.88,227.9,87.57,4.48,99.78,2.274,26.86,27.69,6.4094,99.37,10.6111,19.92
20100918,29.41,230.5,87.13,7.17,99.64,4.2622,25.98,27.42,6.4325,99.41,10.3666,8.62
20100919,28.09,219.5,86.97,4.64,99.95,4.7244,25.86,27.12,6.2702,94.73,10.3531,2.58
20100920,28.58,206.1,87.14,2.85,100.22,3.7954,26.72,27.53,6.3962,94.03,10.3846,1.72
20100921,29.38,208.0,83.86,2.25,100.4,6.4063,26.46,27.83,6.5702,24.51,10.2266,0.86
20100922,29.95,241.1,84.0,2.54,100.39,5.9666,27.07,28.52,6.3461,44.19,10.3044,2.9
20100923,30.26,208.5,80.16,1.04,100.29,5.7062,27.2,28.82,6.0674,41.34,10.2665,2.82
20100924,29.91,219.8,81.16,2.34,100.25,5.5399,27.43,28.56,6.119,49.04,10.3039,0.51
20100925,30.27,223.4,82.5,3.09,100.34,5.5745,26.74,28.3,6.3518,45.03,10.3555,0.54
20100926,29.62,182.4,82.21,2.07,100.49,6.1721,26.75,28.15,6.5009,35.5,10.2415,0.17
20100927,29.29,152.6,81.54,1.62,100.58,6.2962,27.39,28.21,6.7262,24.3,10.2113,0.87
20100928,30.14,206.8,81.88,1.88,100.55,6.1872,27.2,28.51,6.5232,40.64,10.2629,2.95
20100929,30.32,225.2,82.95,2.15,100.51,5.863,27.24,28.49,6.1932,53.98,10.3546,6.28
20100930,28.54,125.4,84.0,2.61,100.45,5.1046,26.96,27.72,5.9467,81.54,10.3234,4.38
20101001,28.34,60.7,86.33,4.08,100.35,2.8193,26.53,27.27,6.2074,84.63,10.3457,20.4
20101002,29.13,101.5,84.84,2.59,100.33,4.956,26.87,27.78,6.595,56.56,10.289,10.36
20101003,29.28,91.8,82.43,2.13,100.36,5.976,27.28,28.08,6.5777,65.02,10.2127,4.13
20101004,29.92,45.3,79.42,3.0,100.25,6.0869,26.36,28.18,6.4622,68.11,10.0992,1.24
20101005,29.15,31.9,86.11,5.6,100.01,1.4849,26.87,27.85,6.2719,98.02,10.351,11.44
20101006,28.52,12.3,89.14,6.59,99.76,3.8986,26.3,27.36,6.3646,98.43,10.385,17.02
20101007,29.98,334.3,83.76,4.6,99.63,0.7354,26.68,27.9,6.3989,99.68,10.4722,5.68
20101008,30.8,240.1,83.59,4.0,99.81,5.0772,26.86,28.66,6.2131,94.14,10.5305,16.12
20101009,29.64,214.7,86.1,2.75,99.92,4.2382,26.97,28.43,6.0996,96.83,10.429,15.24
20101010,31.02,275.4,80.16,2.62,99.93,3.9262,27.15,28.86,5.9378,99.6,10.4316,2.53
20101011,29.39,4.4,79.13,2.86,100.24,4.6284,26.58,28.02,5.7703,86.21,10.362,2.6
20101012,31.06,341.8,72.0,1.15,100.42,5.2063,26.5,28.84,5.7809,64.58,10.104,0.33
20101013,31.22,357.1,73.8,3.66,100.33,4.6846,25.56,28.15,5.6422,72.68,9.8911,0.03
20101014,30.97,328.6,78.28,4.72,100.1,3.0977,25.29,27.82,5.783,96.22,10.0903,5.06
20101015,26.43,287.3,83.68,6.59,99.81,1.2641,25.31,25.87,5.5474,99.47,10.285,11.9
20101016,28.55,216.7,85.61,7.14,99.65,4.1635,25.49,26.94,5.5694,64.13,10.4256,18.02
20101017,28.6,190.7,85.03,4.76,100.09,3.9511,26.1,27.39,5.4672,68.97,10.5686,8.69
20101018,28.64,168.2,85.62,3.06,100.37,4.9387,26.41,27.46,5.9016,45.3,10.1794,7.94
20101019,29.51,167.1,80.2,1.6,100.47,5.4257,26.3,27.76,5.8714,66.7,10.1134,1.36
20101020,29.33,223.2,84.1,2.86,100.42,5.7346,25.6,27.38,5.9172,41.4,10.0922,0.08
20101021,30.11,224.1,84.6,3.21,100.15,5.2142,26.65,28.14,5.6258,67.28,10.2775,0.26
20101022,29.14,231.6,88.48,4.3,99.99,5.0803,27.4,28.12,5.5505,65.31,10.2626,1.01
20101023,29.65,249.3,84.31,3.29,100.12,5.3443,26.56,28.05,5.5884,48.81,10.2991,4.05
20101024,28.98,64.0,79.01,1.51,100.22,3.7766,26.36,27.72,5.8447,81.26,10.3596,3.87
20101025,27.94,51.5,84.52,4.5,100.39,1.6872,26.14,26.97,5.8193,98.09,10.3954,4.01
20101026,26.26,33.4,88.46,6.1,100.58,1.3193,25.16,25.66,5.5507,94.1,10.4494,7.35
20101027,27.46,45.4,87.13,5.42,100.67,5.2366,24.89,26.06,5.6472,37.1,10.085,2.81
20101028,27.93,47.9,84.21,4.42,100.74,5.1912,25.03,26.47,5.3933,35.43,10.0416,6.81
20101029,27.01,65.0,89.35,5.0,100.77,3.4608,25.78,26.23,5.4334,97.08,10.235,25.29
20101030,26.87,54.1,90.13,6.71,100.86,1.169,25.1,25.99,5.1197,97.58,10.4203,65.26
20101031,26.7,60.8,90.95,6.71,100.73,2.5834,25.02,25.81,5.4137,99.69,10.429,122.2
20101101,26.85,65.9,89.82,5.62,100.53,1.5835,25.47,25.93,5.6129,99.53,10.3781,73.27
20101102,26.73,74.9,89.85,5.11,100.62,1.5799,25.49,26.07,5.5159,99.38,10.5602,23.22
20101103,28.08,71.1,87.66,5.23,100.78,4.5775,25.75,26.71,5.4986,57.38,10.3135,5.22
20101104,27.98,58.4,86.63,5.61,100.81,5.0047,25.74,26.68,5.4528,45.55,10.1736,1.79
20101105,27.48,49.8,82.81,6.22,100.75,4.891,24.91,26.07,5.4574,86.41,10.0174,0.22
20101106,27.48,40.3,84.44,7.61,100.54,4.0944,23.55,25.64,5.3952,90.27,9.9718,2.8
20101107,27.66,65.2,89.14,9.18,100.36,1.9006,26.09,26.91,5.3719,99.65,10.4472,36.7
20101108,28.65,111.9,87.54,5.34,100.64,4.043,26.81,27.52,5.521,72.91,10.3925,27.23
20101109,28.8,86.0,86.77,4.46,100.94,3.9329,26.37,27.38,5.4434,61.34,10.3531,7.4
20101110,28.21,74.7,85.16,3.83,100.93,4.9236,25.97,26.9,5.5193,35.19,10.1628,10.47
20101111,28.64,156.9,80.37,2.42,100.75,5.2411,25.72,26.87,5.4862,33.75,10.0325,0.13
20101112,25.93,220.6,86.16,2.73,100.5,4.7947,24.96,25.49,5.2169,41.62,9.9941,2.55
20101113,28.76,198.8,83.29,2.21,100.48,4.5883,25.1,26.68,5.1221,47.99,10.0771,15.43
20101114,27.68,87.3,85.29,3.25,100.83,3.9814,25.38,26.35,5.2099,59.87,10.1801,2.31
20101115,27.92,48.5,85.38,5.77,100.93,4.8502,24.64,26.04,5.1473,45.43,9.9586,0.15
20101116,27.87,55.2,85.59,6.05,100.77,2.2032,24.31,26.09,5.1365,90.41,10.2958,6.37
20101117,27.4,69.1,87.83,4.97,100.79,2.9825,25.69,26.37,5.2099,79.46,10.2389,2.88
20101118,28.14,64.0,84.46,3.88,100.86,4.3769,25.34,26.51,5.232,49.62,9.9936,0.48
20101119,27.82,76.5,80.93,2.32,100.79,5.0066,24.31,25.95,5.1367,14.74,9.612,0.07
20101120,28.04,155.4,79.99,1.45,100.55,5.0678,24.37,26.06,5.1322,17.23,9.725,2.31
20101121,28.55,146.6,80.96,1.65,100.5,4.9591,25.0,26.41,5.155,18.39,9.8422,0.58
20101122,27.58,89.7,83.11,2.88,100.52,4.6776,25.24,26.13,4.9063,24.78,9.779,7.73
20101123,27.65,76.6,86.19,3.47,100.62,3.666,24.86,26.08,4.4638,55.48,10.2043,28.11
20101124,27.64,71.7,83.45,4.25,100.74,4.3464,24.76,25.96,4.9742,58.22,10.0358,4.61
20101125,27.13,55.0,80.0,4.27,100.8,4.8216,23.38,25.11,5.0813,46.75,9.3811,0.0
20101126,26.76,39.4,80.84,3.75,100.7,4.7594,21.82,24.34,5.0818,69.97,9.2609,0.0
20101127,27.43,54.5,81.09,2.46,100.66,4.2317,22.38,25.11,4.8312,62.96,9.6701,0.1
20101128,27.63,50.6,81.05,3.12,100.77,4.2636,23.85,25.73,4.5444,51.52,9.7027,0.04
20101129,27.68,51.6,84.07,3.81,100.81,4.4887,23.56,25.65,4.6526,18.49,9.5275,0.01
20101130,27.51,51.5,85.13,4.35,100.72,4.1878,23.48,25.44,4.3584,27.69,9.6442,0.11
20101201,27.44,68.6,85.71,5.34,100.71,3.683,24.25,25.65,4.2763,65.98,10.0404,0.68
20101202,26.75,53.6,81.86,6.04,100.77,3.7433,23.75,25.21,4.4323,71.75,9.9509,0.33
20101203,26.3,43.6,78.48,6.27,100.79,4.4419,22.41,24.13,4.7362,56.54,9.3082,0.0
20101204,25.88,38.8,77.84,7.01,100.66,3.9989,21.93,23.72,4.6334,80.87,9.4082,0.07
20101205,24.18,32.1,82.61,8.3,100.48,1.0476,21.88,23.27,4.4544,99.36,9.7795,2.25
20101206,23.52,32.9,89.66,9.93,100.41,1.4546,21.24,22.49,4.3548,99.61,10.2307,24.81
20101207,25.44,45.8,92.21,9.26,100.35,0.5246,22.59,24.21,4.8379,99.58,10.3032,61.43
20101208,26.57,85.0,91.74,6.1,100.22,2.0148,24.02,25.28,4.9822,92.14,10.4954,47.26
20101209,27.19,172.2,89.74,4.64,100.11,2.425,25.27,26.06,4.9949,91.02,10.5694,16.62
20101210,28.78,332.4,82.72,2.27,100.14,4.5526,24.5,26.25,4.9478,43.23,10.0656,0.29
20101211,27.36,29.3,76.05,2.74,100.32,4.2862,22.24,24.88,4.7861,39.2,9.8335,0.13
20101212,26.22,195.3,77.94,1.86,100.33,4.2634,23.71,24.95,4.854,46.87,9.8359,0.06
20101213,26.97,200.8,79.2,1.51,100.5,4.2833,23.43,25.1,4.4902,38.87,9.8018,0.54
20101214,27.62,26.9,79.98,3.24,100.66,4.1784,22.64,24.89,4.3471,27.22,9.6674,0.78
20101215,25.94,46.4,82.07,5.06,100.79,4.0651,22.28,23.96,4.3774,44.72,9.5126,0.02
20101216,24.94,40.6,72.07,4.75,100.85,4.4446,20.64,22.65,4.5228,22.4,8.9746,0.0
20101217,24.39,41.3,66.54,3.76,100.89,4.5775,19.48,21.91,4.6224,24.29,8.6102,0.0
20101218,24.25,40.6,69.83,4.2,100.91,4.507,19.32,21.76,4.6037,26.35,8.6016,0.0
20101219,23.96,38.7,74.29,5.8,101.07,4.6044,19.33,21.52,4.7153,25.77,8.7408,0.0
20101220,23.66,37.6,73.44,5.66,101.19,4.9507,18.5,21.0,5.0141,22.53,8.4746,0.0
20101221,23.72,36.7,68.65,3.96,100.99,5.0129,18.07,20.89,5.0849,19.57,8.3335,0.0
20101222,24.19,45.2,63.05,2.49,100.74,5.1118,18.56,21.39,5.1492,21.56,8.3105,0.0
20101223,24.54,61.5,64.64,2.0,100.79,5.0592,19.7,22.03,5.1403,26.61,8.5342,0.0
20101224,25.07,47.3,71.29,3.13,100.88,5.0563,18.66,22.04,5.1751,29.62,8.5474,0.0
20101225,25.33,46.1,71.63,3.1,100.83,4.9759,19.5,22.29,5.1034,36.76,8.6945,0.0
20101226,24.96,51.7,73.91,3.65,100.9,4.487,19.89,22.36,4.6416,26.58,8.7862,0.0
20101227,24.39,45.8,76.17,4.46,100.96,4.301,19.43,21.9,4.3954,24.88,8.9851,0.0
20101228,23.87,41.1,76.18,4.37,100.98,4.115,19.16,21.53,4.4498,32.85,9.0566,0.0
20101229,24.05,41.9,77.48,4.39,100.97,4.2634,19.24,21.54,4.6037,40.41,9.0454,0.0
20101230,23.94,45.2,72.36,3.27,100.91,4.8125,18.88,21.35,4.9272,25.43,8.657,0.0
20101231,24.17,42.7,73.29,2.24,100.8,4.4928,18.36,21.51,4.8706,41.38,8.9366,0.02
20110101,25.89,37.4,72.66,2.13,100.65,4.8674,19.17,22.67,4.9373,12.26,8.9496,0.02
20110102,25.31,46.1,81.18,4.74,100.72,4.1926,20.66,22.96,4.3246,26.77,9.2782,0.01
20110103,24.98,52.3,85.16,5.9,100.89,3.4322,21.3,22.9,3.8546,66.93,9.6802,0.92
20110104,23.74,45.6,75.31,5.45,100.94,3.7608,20.5,22.08,4.477,75.72,9.287,0.0
20110105,22.73,38.1,71.86,5.2,100.88,4.3126,19.16,20.74,4.6658,71.74,8.8171,0.0
20110106,22.92,36.3,73.6,5.51,100.95,4.637,17.97,20.28,4.7371,44.73,8.6534,0.0
20110107,23.7,38.7,79.87,5.94,100.9,4.5876,18.12,20.74,4.7527,31.63,8.9688,0.0
20110108,24.15,40.7,79.36,6.12,100.73,4.5005,18.97,21.45,4.8065,30.87,9.2813,0.05
20110109,25.61,39.1,81.24,4.88,100.68,4.734,19.57,22.45,4.831,26.25,9.3194,0.03
20110110,25.71,38.3,76.57,4.6,100.75,4.6824,20.27,22.61,4.7774,19.84,9.0696,0.0
20110111,24.25,43.3,65.58,4.09,100.83,4.9421,18.27,21.22,4.9908,17.17,8.5301,0.0
20110112,23.72,50.4,64.11,3.21,100.82,5.2759,18.27,20.95,5.3189,16.0,8.2188,0.0
20110113,24.15,47.6,67.26,2.91,100.88,5.2368,17.95,21.16,5.3083,19.72,8.3722,0.0
20110114,24.84,46.6,68.61,3.12,100.93,5.2519,18.82,21.77,5.2966,19.32,8.363,0.0
20110115,25.44,52.4,70.66,2.32,101.04,5.0933,19.31,22.43,5.1545,18.39,8.4689,0.0
20110116,26.33,250.7,70.16,2.42,100.86,5.383,19.55,22.92,5.453,19.73,8.557,0.0
20110117,25.99,30.7,64.39,2.65,100.81,5.262,19.55,22.74,5.3539,17.34,8.711,0.0
20110118,24.89,68.2,60.71,2.24,100.89,5.227,20.06,22.34,5.3364,19.52,8.8764,0.0
20110119,25.92,207.8,74.77,2.07,100.79,4.9601,20.85,23.13,5.2358,23.49,9.0149,0.0
20110120,25.79,78.1,78.93,2.13,100.91,4.729,20.61,23.09,5.0364,29.9,9.144,0.0
20110121,24.7,51.2,77.56,3.31,100.97,4.4599,19.18,22.02,4.7741,32.45,9.0674,0.0
20110122,25.08,47.5,74.96,3.07,101.07,4.7215,19.27,22.05,4.8631,21.6,8.9141,0.0
20110123,25.14,49.3,73.18,3.45,101.19,5.1022,19.29,22.13,5.1862,22.92,8.7938,0.0
20110124,25.43,57.5,73.21,2.42,101.15,5.1178,19.6,22.49,5.2176,27.41,8.8205,0.0
20110125,25.88,56.8,72.05,2.39,101.11,5.3623,19.97,22.98,5.4324,21.17,8.7367,0.0
20110126,26.06,55.0,74.86,2.92,101.2,5.3302,20.16,23.0,5.399,17.25,8.753,0.0
20110127,26.52,50.4,75.63,3.14,101.22,5.3515,20.22,23.28,5.4089,17.7,8.8265,0.0
20110128,26.5,57.2,81.22,3.45,101.11,4.8854,20.53,23.33,4.9572,26.45,9.0804,0.0
20110129,26.49,81.7,83.07,3.15,101.05,4.6567,21.72,23.78,4.7326,24.48,9.2155,0.0
20110130,26.45,86.5,78.64,2.66,101.06,5.2238,21.73,23.91,5.3208,20.29,8.9827,0.0
20110131,26.74,60.1,75.44,2.83,101.06,5.3172,20.7,23.77,5.389,23.3,8.9393,0.0
20110201,26.93,59.1,74.35,3.35,101.08,5.0782,20.96,23.84,5.1439,19.66,9.0031,0.0
20110202,26.49,69.9,80.63,3.7,101.09,4.9306,21.3,23.74,5.0986,28.88,9.1742,0.0
20110203,26.06,71.8,79.74,3.83,101.08,4.866,21.44,23.62,5.1163,28.92,9.1154,0.0
20110204,26.21,79.1,77.37,2.72,101.04,4.9826,21.23,23.62,5.2121,33.13,9.0905,0.01
20110205,25.8,66.0,77.72,2.41,100.92,4.7616,20.69,23.44,4.9896,29.9,9.1344,0.0
20110206,26.39,63.7,78.46,2.82,100.88,4.9778,20.19,23.41,5.1893,28.44,9.096,0.0
20110207,26.84,68.0,72.02,1.63,100.81,5.3316,20.39,23.74,5.4806,20.8,8.9779,0.0
20110208,27.92,208.3,64.99,1.89,100.56,5.7055,20.27,24.0,5.8224,19.38,8.755,0.0
20110209,28.19,209.5,62.89,2.01,100.51,5.8224,21.38,24.53,5.8973,17.41,8.748,0.0
20110210,28.28,141.1,65.5,2.31,100.71,5.7996,21.15,24.57,5.867,12.84,8.8138,0.0
20110211,27.8,68.8,65.49,2.17,100.87,5.766,20.96,24.64,5.8392,17.3,8.8711,0.0
20110212,28.64,202.6,62.45,2.08,100.81,5.8301,21.6,24.92,5.8942,12.25,8.8637,0.0
20110213,29.01,230.8,62.57,2.25,100.65,5.9431,21.73,25.14,6.029,17.39,8.8404,0.0
20110214,28.83,223.5,67.78,3.32,100.6,5.994,21.41,24.77,6.0749,14.09,8.7802,0.0
20110215,28.04,211.5,69.89,3.13,100.72,6.2054,21.03,24.23,6.2587,14.64,8.6758,0.0
20110216,27.16,196.9,76.84,2.75,100.77,6.186,20.78,23.99,6.3029,14.82,8.8862,0.0
20110217,28.55,174.9,77.16,2.32,100.75,5.9004,22.92,25.36,6.0523,16.69,9.3372,0.0
20110218,28.33,126.5,79.5,2.03,100.7,5.4977,23.49,25.52,5.945,29.37,9.6175,0.0
20110219,28.36,104.5,82.06,2.83,100.83,5.5942,23.4,25.61,5.8531,33.49,9.7116,0.23
20110220,28.37,120.1,78.73,2.58,100.9,5.7425,24.16,25.88,6.187,36.58,9.737,4.17
20110221,28.24,122.1,76.64,2.69,100.88,4.799,24.38,25.99,5.8279,56.17,9.8734,14.52
20110222,27.45,55.4,73.08,6.27,101.03,5.4002,21.28,24.22,5.7907,41.94,9.7044,3.62
20110223,27.68,75.8,71.73,4.41,101.05,5.5354,22.1,24.82,5.9875,38.39,9.6326,0.0
20110224,28.03,98.6,70.86,3.28,100.91,5.304,23.01,25.18,5.8716,39.85,9.667,0.0
20110225,27.83,132.4,68.56,2.44,100.71,5.7019,23.8,25.25,6.011,24.81,9.4723,0.0
20110226,28.27,115.2,68.51,2.56,100.74,5.9158,23.44,25.49,6.079,23.76,9.3458,0.0
20110227,28.89,65.8,67.32,3.79,100.93,5.8121,23.55,25.77,5.9417,28.51,9.523,0.0
20110228,29.23,64.7,71.7,4.39,100.99,5.6587,22.53,25.66,5.7977,25.22,9.5117,0.0
20110301,28.99,83.8,70.89,3.19,100.9,6.3019,22.34,25.49,6.4138,12.49,9.1985,0.0
20110302,29.06,116.2,64.08,2.09,100.81,6.3895,22.31,25.75,6.503,14.11,9.1006,0.0
20110303,29.58,129.6,62.33,1.91,100.79,6.2714,22.34,25.86,6.3778,13.87,9.1102,0.0
20110304,30.41,188.9,62.43,2.29,100.71,6.0307,22.78,26.29,6.107,12.24,9.1826,0.0
20110305,31.59,208.7,56.76,2.39,100.71,6.4327,23.26,26.93,6.479,11.84,9.1001,0.0
20110306,32.83,229.3,52.83,2.47,100.81,6.4606,24.34,27.98,6.5105,9.22,9.0182,0.0
20110307,33.15,83.0,56.32,2.27,100.82,6.2508,25.42,28.42,6.3005,8.84,9.3614,0.0
20110308,33.23,116.9,61.78,2.32,100.68,6.5268,25.1,28.38,6.6034,11.25,9.516,0.0
20110309,32.55,200.1,66.48,2.73,100.65,6.599,24.46,27.88,6.6682,8.32,9.2309,0.0
20110310,31.43,193.2,72.65,2.76,100.72,6.5561,24.29,27.34,6.6185,8.57,9.0977,0.0
20110311,30.27,168.3,68.81,2.59,100.69,6.6398,23.29,26.49,6.7006,10.52,8.9508,0.04
20110312,30.68,140.5,73.09,2.41,100.71,6.5758,24.64,27.04,6.6576,16.36,9.4709,0.58
20110313,30.51,151.8,73.85,2.36,100.73,6.4555,24.73,27.11,6.6389,22.11,9.6703,0.13
20110314,30.89,173.5,72.93,2.74,100.66,6.4666,24.53,27.21,6.6257,27.0,9.6324,0.01
20110315,30.9,160.5,69.26,2.35,100.62,6.3629,24.85,27.41,6.5141,20.23,9.6732,0.03
20110316,30.53,125.6,68.59,2.28,100.54,6.313,25.0,27.19,6.4639,22.41,9.4865,0.05
20110317,30.42,136.4,66.17,2.48,100.69,6.6502,24.65,26.95,6.7118,12.02,9.2818,0.0
20110318,30.29,188.2,71.24,4.04,100.56,6.5489,23.53,26.5,6.6053,10.69,9.281,0.0
20110319,31.01,207.7,72.67,5.22,100.41,6.6144,23.74,26.91,6.7034,9.9,9.3487,0.0
20110320,31.9,215.3,72.32,5.94,100.37,6.7301,24.01,27.49,6.8177,11.33,9.3216,0.0
20110321,32.48,219.8,72.08,5.97,100.43,6.629,23.83,27.87,6.8201,22.72,9.5299,0.0
20110322,33.68,213.5,71.9,5.2,100.44,6.264,24.59,28.59,6.7037,29.17,9.7627,0.0
20110323,31.3,196.9,76.94,3.93,100.55,6.2297,25.07,27.8,6.5095,23.88,9.6218,0.0
20110324,31.01,200.1,74.05,4.46,100.62,6.0562,24.7,27.42,6.3019,24.29,9.4702,0.0
20110325,31.44,183.0,70.04,3.26,100.65,5.4605,24.43,27.53,5.9594,24.89,9.6007,0.15
20110326,33.02,200.6,66.99,3.62,100.64,5.735,24.7,28.34,6.4867,27.27,9.6758,0.0
20110327,33.1,190.9,69.31,3.61,100.58,6.5417,25.52,28.79,6.7733,24.81,9.745,0.01
20110328,33.41,203.5,72.96,4.23,100.53,6.5983,25.27,28.7,6.773,19.69,9.6996,0.01
20110329,33.39,202.2,72.64,4.92,100.56,6.2818,25.35,28.66,6.546,24.93,9.7637,0.03
20110330,34.54,214.5,68.19,5.67,100.52,6.3802,25.9,29.6,6.6142,39.07,9.937,0.01
20110331,34.57,207.0,70.28,5.36,100.47,6.5057,25.58,29.42,6.7709,27.22,9.8335,0.0
20110401,33.93,203.3,74.33,5.18,100.47,6.0696,25.92,29.14,6.5292,47.51,10.1177,0.0
20110402,33.23,202.0,74.18,5.03,100.49,5.9993,26.3,28.88,6.3523,47.86,10.1645,0.01
20110403,32.11,205.1,76.0,5.48,100.52,6.0,26.05,28.66,6.2782,38.05,10.0922,0.04
20110404,32.69,207.0,74.11,5.43,100.47,6.1903,26.19,28.91,6.3322,29.66,9.9038,0.12
20110405,31.3,188.7,76.12,3.99,100.64,5.5356,26.33,28.48,6.0768,55.02,10.1234,0.7
20110406,32.05,180.8,73.09,3.32,100.72,6.0778,25.31,28.16,6.437,46.25,10.0622,0.23
20110407,31.9,187.3,68.66,3.1,100.77,6.4913,25.68,28.48,6.9478,38.0,9.971,0.02
20110408,32.91,198.1,64.98,3.73,100.73,6.9425,25.45,28.76,7.0889,19.21,9.583,0.0
20110409,32.89,194.9,68.12,3.7,100.77,6.5897,26.19,29.13,6.8758,44.93,9.829,0.01
20110410,31.76,171.0,67.94,3.04,100.86,6.8947,25.94,28.55,6.9775,18.75,9.5798,0.02
20110411,32.62,186.8,65.2,2.91,100.7,6.8114,25.46,28.84,6.9907,19.09,9.5227,0.0
20110412,32.98,198.3,64.53,3.28,100.6,6.9178,25.18,28.95,7.0826,23.6,9.5302,0.0
20110413,33.76,201.5,67.28,3.9,100.6,7.1234,25.66,29.13,7.2238,13.66,9.5479,0.01
20110414,32.01,188.6,73.65,3.55,100.52,6.5899,25.62,28.4,7.1009,30.16,9.8436,0.12
20110415,32.54,204.1,73.3,4.07,100.43,6.6552,25.26,28.52,6.8107,49.52,9.9242,0.14
20110416,33.3,205.3,71.06,4.29,100.5,7.0315,26.65,29.31,7.2574,35.91,9.8172,0.09
20110417,31.99,212.5,70.69,4.58,100.57,6.2184,26.42,29.18,6.9581,53.22,9.8345,0.18
20110418,34.41,217.6,68.33,5.37,100.31,6.9346,26.73,29.98,7.0632,38.03,9.9823,0.17
20110419,33.24,204.1,72.04,4.87,100.29,6.9422,27.35,29.58,7.0464,36.62,10.051,0.79
20110420,31.84,200.1,76.11,3.74,100.4,6.5244,26.9,29.04,7.0015,45.64,10.0721,0.43
20110421,31.84,207.0,76.43,3.72,100.45,6.8921,26.57,28.99,7.2912,58.75,10.1882,4.55
20110422,29.61,199.3,77.52,4.05,100.55,1.0308,26.44,27.99,7.0634,97.83,10.429,15.53
20110423,30.57,193.4,72.03,3.4,100.47,4.9037,25.75,27.88,7.303,90.63,10.1966,4.74
20110424,28.92,176.7,79.21,3.63,100.45,6.125,26.08,27.52,7.44,80.92,10.1758,1.61
20110425,30.76,148.6,75.86,4.03,100.46,7.1501,25.95,28.12,7.446,28.25,10.0524,0.6
20110426,31.67,126.4,73.93,3.47,100.44,7.1762,26.52,28.66,7.3142,28.44,10.0342,0.59
20110427,32.16,166.2,73.97,3.29,100.3,7.0675,26.59,28.77,7.2156,38.38,10.0738,13.44
20110428,31.87,181.7,77.72,3.65,100.09,6.935,26.46,28.67,7.146,50.41,10.2607,13.63
20110429,32.21,185.6,75.05,3.1,100.1,6.8566,26.73,29.14,7.2346,42.9,10.2425,3.56
20110430,32.24,169.7,73.31,3.05,100.25,7.0294,27.29,29.37,7.2,23.79,10.0956,0.86
20110501,33.21,192.6,73.74,3.64,100.28,6.7584,26.84,29.64,6.9379,43.4,10.1611,0.36
20110502,33.92,208.8,73.43,4.07,100.16,6.5556,27.75,30.3,6.769,46.1,10.3601,2.38
20110503,35.75,213.2,71.61,4.42,100.0,6.3994,28.08,31.4,6.851,48.04,10.4006,1.19
20110504,36.27,208.8,71.24,4.32,100.01,6.6058,28.6,31.84,6.9408,36.19,10.3553,0.46
20110505,34.81,201.0,76.38,4.6,100.02,5.9719,28.67,31.3,6.8242,63.23,10.4707,0.37
20110506,32.22,199.8,76.12,4.82,100.11,5.2466,29.12,30.38,6.3269,63.81,10.4496,0.43
20110507,34.18,202.0,69.69,4.4,100.0,5.9414,28.44,31.05,6.5582,63.02,10.5367,1.43
20110508,34.99,191.3,70.89,3.43,99.85,5.5915,28.77,31.23,6.642,68.18,10.5804,2.52
20110509,35.51,207.6,67.64,4.36,99.93,5.4206,28.76,31.81,7.1254,72.71,10.6932,0.2
20110510,35.43,222.0,70.45,6.71,99.94,6.7853,29.21,31.81,6.9389,45.4,10.4657,0.77
20110511,36.15,224.8,65.37,6.88,99.97,6.2028,29.59,32.33,6.8669,58.2,10.6608,0.4
20110512,33.34,224.2,71.53,5.87,100.06,6.3468,29.39,31.16,6.6473,57.14,10.5343,3.61
20110513,35.08,228.4,70.15,5.86,100.03,4.9447,28.06,31.29,6.9866,72.23,10.7098,1.83
20110514,35.67,225.7,67.17,6.2,100.03,6.2237,28.63,31.76,6.5993,62.72,10.5197,0.67
20110515,35.01,219.5,71.58,5.69,100.22,6.0758,28.79,31.23,6.8952,53.45,10.5048,0.45
20110516,32.42,204.3,76.0,3.61,100.47,5.778,28.45,30.24,6.6886,40.24,10.4126,1.41
20110517,31.68,208.2,78.89,4.6,100.49,5.982,27.59,29.49,6.7447,37.81,10.3992,0.85
20110518,33.78,219.3,72.41,6.28,100.34,6.5124,28.05,30.42,6.6914,22.03,10.3032,0.23
20110519,31.5,218.6,79.46,6.67,100.22,6.2057,28.51,29.73,6.3583,35.16,10.4014,5.73
20110520,28.93,219.2,90.11,6.48,100.07,0.5674,27.83,28.36,6.822,97.14,10.5778,37.76
20110521,32.2,223.8,82.4,6.86,99.89,6.7462,27.54,29.28,6.9703,25.95,10.3114,5.59
20110522,32.17,211.4,81.45,5.33,99.96,6.809,27.87,29.55,6.9065,19.39,10.2866,0.04
